geo_point_2d;geo_shape;id_tempo30;regime;regimenr;name;umdatum;umjahr
47.55196747027063, 7.577216363549745;"{""coordinates"": [[[7.577190189097532, 47.55287935023727], [7.5772258115137, 47.5528454734417], [7.577447027646778, 47.5526434176782], [7.577675159518937, 47.55244491475274], [7.57791008781583, 47.55225007269271], [7.578109727017575, 47.55209998027053], [7.578430587046939, 47.5518627187281], [7.578822774050265, 47.55159152706417], [7.578835616846378, 47.551580044593486], [7.578845414019224, 47.551567261690195], [7.578851887535589, 47.55155353843925], [7.578854852450323, 47.55153927078872], [7.578854216882443, 47.55152488155544], [7.578850021703627, 47.55151075742139], [7.578842361018427, 47.55149732097923], [7.57883146165967, 47.55148494969302], [7.578817643381259, 47.55147399393359], [7.578801292288629, 47.55146477701073], [7.578782887313674, 47.55145755916649], [7.578762947076114, 47.551452537639044], [7.578742043215558, 47.55144986463449], [7.5787207737517, 47.551449620377525], [7.578699736491786, 47.5514518041499], [7.578679555647559, 47.551456352245786], [7.578339924496067, 47.55149415567334], [7.577999473277554, 47.55152842454078], [7.577658281696451, 47.55155913176478], [7.57750110415211, 47.55155689973374], [7.577343939179011, 47.5515595061109], [7.577125003931264, 47.5515635706892], [7.57690598698605, 47.551561744045394], [7.576687260387811, 47.551554025738795], [7.576469156349785, 47.55154042437204], [7.576252020438544, 47.55152097551595], [7.576036211434332, 47.55149568774681], [7.575822048400247, 47.55146462365297], [7.575799538345367, 47.55146238370683], [7.575776809168192, 47.55146276119471], [7.575754485198909, 47.55146573739488], [7.575733243768256, 47.551471239561344], [7.575713682245808, 47.551479096111166], [7.575696371294406, 47.55148908153091], [7.575681801708596, 47.551500907444805], [7.575670411007151, 47.55151423157729], [7.57566253034037, 47.551528675802736], [7.57565837118208, 47.55154381716738], [7.57565805196783, 47.55155921483868], [7.575661611402206, 47.551574419083835], [7.575668902272998, 47.55158900736936], [7.575679764036592, 47.55160253918955], [7.575693837016146, 47.55161462823503], [7.577190189097532, 47.55287935023727]]], ""type"": ""Polygon""}";59;Tempo 30-Zone;8G;Paulus;2002-12-18 00:00:00;2002
47.55014017817629, 7.619251527155817;"{""coordinates"": [[[7.621071238371822, 47.54948469580111], [7.62095717090375, 47.54748375211108], [7.619288831712782, 47.54749299955271], [7.619287572059259, 47.54763886247939], [7.619317776589945, 47.54770473993895], [7.619373027205287, 47.54779593194345], [7.619508999459007, 47.54799947460694], [7.619702341050621, 47.54829160643691], [7.619807836707635, 47.54846217999501], [7.619840840511988, 47.54856577280538], [7.619843707049765, 47.548670563721], [7.619829002179674, 47.54875679186738], [7.619799340685182, 47.54887078905605], [7.619787092904707, 47.54894517757049], [7.61978979114813, 47.54900433436597], [7.619815019495642, 47.549075291893466], [7.61985774121298, 47.54914959484495], [7.61992790587312, 47.54921540989869], [7.620299212468185, 47.54952000749568], [7.620419497261786, 47.54962800571893], [7.620477235438954, 47.54970735746207], [7.620520050808963, 47.54980871324986], [7.620532873973377, 47.54990335257592], [7.620513297745894, 47.550021705112144], [7.620466138235989, 47.5501113656549], [7.620403959268539, 47.550190904663744], [7.620319291493267, 47.550267106075765], [7.620218421006301, 47.550329032615934], [7.620133620525293, 47.55036636305615], [7.620116057520365, 47.55036998794147], [7.620099323252884, 47.55037511349055], [7.620083709672392, 47.55038164931107], [7.620064222397757, 47.55038976507486], [7.620043294103978, 47.550396030365924], [7.620021322988214, 47.550400345631765], [7.619801601865213, 47.550432795499184], [7.618735297854291, 47.55053925426948], [7.618587988801782, 47.550559762991874], [7.618465646793735, 47.550581923790716], [7.618320920367672, 47.550627781594535], [7.617478378495654, 47.55091383034565], [7.6164787029102, 47.55125359892877], [7.616726311629234, 47.55217977524319], [7.617446005251572, 47.5521471760383], [7.617755501183827, 47.55211876569391], [7.61924168110172, 47.55159645067797], [7.619406213755484, 47.55152220367097], [7.619565028137525, 47.5514424521408], [7.619717699756922, 47.55135738563961], [7.61986389730688, 47.551267247538476], [7.620003222974572, 47.551172254331384], [7.620135318870931, 47.551072640438406], [7.620259853715356, 47.55096864923211], [7.62037648301265, 47.55086054209329], [7.620484955359731, 47.550748607238425], [7.620585006077119, 47.55063313290416], [7.620676357239485, 47.550514416340526], [7.620758770690388, 47.55039272775333], [7.620832048317629, 47.55026839124679], [7.620896005238378, 47.55014171291545], [7.620950483205642, 47.55001301679772], [7.620995350638322, 47.54988265386981], [7.621030489059456, 47.54975092112258], [7.621055806717816, 47.54961816047158], [7.621071238371822, 47.54948469580111]]], ""type"": ""Polygon""}";66;Tempo 30-Zone;4C;Klostermatten;1998-07-21 00:00:00;1998
47.537574333789095, 7.611447334764807;"{""coordinates"": [[[7.61221630017342, 47.53692838901674], [7.612087635808571, 47.53687611994266], [7.611953878747074, 47.53683009101269], [7.61181569373393, 47.53679052606555], [7.61167374544815, 47.53675763095519], [7.610962741073455, 47.536781215084346], [7.609868955934247, 47.53756461518227], [7.612577054802421, 47.53868531101352], [7.61221630017342, 47.53692838901674]]], ""type"": ""Polygon""}";69;Tempo 30-Zone;5D;Duggingerhof;1997-10-08 00:00:00;1997
47.54795626376697, 7.615282517901426;"{""coordinates"": [[[7.609265277509772, 47.54824280369336], [7.609644803176494, 47.549031890512175], [7.609727088496501, 47.54919875684623], [7.61009833520066, 47.54996616114248], [7.610179433049172, 47.55013879385236], [7.610901628094808, 47.55160476252773], [7.614154571199039, 47.55090893232975], [7.614319858932779, 47.55086481149878], [7.614481407024651, 47.55081471522898], [7.614638724438632, 47.550758806165454], [7.614791373253615, 47.550697237881515], [7.614938902359874, 47.55063019095345], [7.615080860684817, 47.550557854952864], [7.615340502454462, 47.55040826370432], [7.616011022718754, 47.55001266084138], [7.616460128562214, 47.551181128614594], [7.617009056722843, 47.55099219345331], [7.617404401317145, 47.55085575433613], [7.617858183182361, 47.55069971644965], [7.618236291938589, 47.550570729849696], [7.618369537812826, 47.5505240804367], [7.618472419070822, 47.55049436806128], [7.618600532980777, 47.55047023769217], [7.619738905220918, 47.550360214462714], [7.619866187279012, 47.55034566234128], [7.619995579352399, 47.55031484607097], [7.620097619167711, 47.55027247034121], [7.620202039668705, 47.5502114377445], [7.620274371689505, 47.550148521464756], [7.620335014851602, 47.550074363191825], [7.620362879712144, 47.55001416041615], [7.620383672295985, 47.54993690750515], [7.620385776648373, 47.549868299792344], [7.620372260707127, 47.54979639776566], [7.620338426540329, 47.54971866351707], [7.620293733570643, 47.54965487754275], [7.620220951442469, 47.549585325396286], [7.619820179272302, 47.549260798266474], [7.619740358506038, 47.54918756932076], [7.619679903725538, 47.54910185383675], [7.619651538350569, 47.54901851674286], [7.619646588488734, 47.548937787400426], [7.619680338851254, 47.54876809449134], [7.619696384553376, 47.548665882354804], [7.619689840266994, 47.548577231974804], [7.619671648376309, 47.5485049593693], [7.619636260852867, 47.548430851786804], [7.619447568822912, 47.54813882056433], [7.619316631090361, 47.54793529700605], [7.619213008663078, 47.547771861120076], [7.61916389766728, 47.54766954321795], [7.619137834693253, 47.547579160265265], [7.619130120604763, 47.547493875305044], [7.62048358816243, 47.54748637259754], [7.620474284969378, 47.54730181695207], [7.6209396251198, 47.54728605152183], [7.620916259601956, 47.546920662141105], [7.620789551835633, 47.545030764477055], [7.620791098748035, 47.545020868899215], [7.620790307690627, 47.54501093201118], [7.620787206090404, 47.54500120559574], [7.620781874475704, 47.54499193235872], [7.620774433193019, 47.54498334594983], [7.62076509553905, 47.54497567087938], [7.620754074656554, 47.54496908668904], [7.620741650072286, 47.54496376382283], [7.620728154352614, 47.54495984566048], [7.620713893282571, 47.544957412667344], [7.620699252345127, 47.54495654518423], [7.618790049241325, 47.54494579114968], [7.618883451117442, 47.54440950036863], [7.618921754378229, 47.544199688092256], [7.618934638750671, 47.54407779340354], [7.618924817681643, 47.54398194389448], [7.618876700298809, 47.54383832475139], [7.618625977432766, 47.54393392987327], [7.618298107842737, 47.54406141957857], [7.617975746578105, 47.544196067904686], [7.61772029038677, 47.54430712066171], [7.617482476271051, 47.54441521377371], [7.616480887772411, 47.54475407791578], [7.614925360983904, 47.5452239583817], [7.614232060550165, 47.54543828454498], [7.61376828084949, 47.54556901512093], [7.613415706484458, 47.54565105552603], [7.613100582540008, 47.54571458351524], [7.612715663978445, 47.54577707280873], [7.612306196466488, 47.54583125121721], [7.612011520912162, 47.54586035353986], [7.611727587111769, 47.54587998668706], [7.611226799276697, 47.54590267488613], [7.610890753666769, 47.546230788690885], [7.610730051547138, 47.546428754402875], [7.610209176780724, 47.547059959431934], [7.609961930730208, 47.54735443772129], [7.609799762546823, 47.54754888764663], [7.609672350957292, 47.5477124736363], [7.609265277509772, 47.54824280369336]]], ""type"": ""Polygon""}";83;Tempo 30-Zone;5C;Karl Jaspers;1999-04-20 00:00:00;1999
47.56161282716154, 7.594120121856625;"{""coordinates"": [[[7.594148661823805, 47.55828960159361], [7.593729481843388, 47.5585023852555], [7.593209867263471, 47.55878459731162], [7.592667145795736, 47.559105069876324], [7.592063640910677, 47.55949833415869], [7.591553153401618, 47.5598748618169], [7.591119518070617, 47.56021692163115], [7.590754096427934, 47.560532341299336], [7.590588982857436, 47.5607064682685], [7.590133732437022, 47.5611057075408], [7.589717728993003, 47.56150612623424], [7.589361731834954, 47.56186664161181], [7.589014314093294, 47.5622320823248], [7.588804085531231, 47.56246064981709], [7.588466692162263, 47.56286397539621], [7.588329730165584, 47.56305110367724], [7.591090025271635, 47.56392309114989], [7.591257641363949, 47.56402187457007], [7.591299201967785, 47.56422968278086], [7.591200651696452, 47.564896911185386], [7.591013562237244, 47.565639658343926], [7.590860949249638, 47.566116074404604], [7.591145104388318, 47.566165941810816], [7.591451833938989, 47.56521645235268], [7.591597150258912, 47.56448249208043], [7.591527793296939, 47.56402525291716], [7.591983896196529, 47.56313120936635], [7.593171207529393, 47.56351485992068], [7.592446515768493, 47.564500216177386], [7.591749263906094, 47.56610653781926], [7.591446397409038, 47.56621880793871], [7.592191482661956, 47.566349541569636], [7.592033717225493, 47.56614891089967], [7.592650891960131, 47.564737587075825], [7.594583258608716, 47.56211475311441], [7.596522696855598, 47.56272960531627], [7.59535641896749, 47.56448465683521], [7.59532800393288, 47.56556038754252], [7.595011663694375, 47.56685329769831], [7.595101767527775, 47.56686939241615], [7.595287876285428, 47.56690185251474], [7.595615990170802, 47.565642850021945], [7.595602865663064, 47.565065813442445], [7.595610127082395, 47.56467018838967], [7.595666872267084, 47.56446869780863], [7.596767344545979, 47.56280053080856], [7.599004883573756, 47.56348844210104], [7.599116712278656, 47.56341301974509], [7.599220862659218, 47.563333938425046], [7.599793009402858, 47.562411391510615], [7.599864244159466, 47.56234122290648], [7.599930740328535, 47.562281574472976], [7.600034985737249, 47.56222187371606], [7.598944036305591, 47.561425582855705], [7.597902078952595, 47.56073060981792], [7.597665937060219, 47.560559565938014], [7.597741479017469, 47.56034736382608], [7.59805009575542, 47.55958229547719], [7.59807396368834, 47.559526105990244], [7.598011602971737, 47.55949737540245], [7.597861518787361, 47.55935127962932], [7.597824879866496, 47.559188345357725], [7.597813065800757, 47.55905390526148], [7.597500069987027, 47.559088661480075], [7.59633938660965, 47.5596138619094], [7.595909720475531, 47.559339099663404], [7.595417709939973, 47.55882631074438], [7.595280380560114, 47.55882649542798], [7.594630913104289, 47.55812829303944], [7.594579635056169, 47.558089886491025], [7.594148661823805, 47.55828960159361]]], ""type"": ""Polygon""}";86;Tempo 30-Zone;;VKI Kleinbasel;2015-01-05 00:00:00;2015
47.56820356849524, 7.588252354634416;"{""coordinates"": [[[7.586374777627293, 47.5706174886155], [7.586693972168868, 47.570615222046406], [7.590034928062403, 47.570591352240406], [7.590102035496622, 47.57009315854702], [7.590182877518247, 47.569204494679106], [7.59023605900336, 47.56868902387969], [7.5903142437426, 47.567984517878024], [7.590397131749912, 47.567733944501676], [7.590438446482302, 47.56756562759781], [7.590818002393588, 47.56635895148125], [7.589376473034543, 47.5660911572489], [7.589120938224844, 47.56619987950627], [7.58892999544946, 47.566147359773176], [7.588772051473829, 47.565944791246814], [7.58728901972087, 47.565520111298824], [7.586882443325536, 47.56539222586875], [7.586555370451814, 47.566184941656665], [7.586329366738966, 47.56697015346233], [7.586169500034915, 47.5679304781507], [7.586124696524599, 47.56870271556026], [7.586151440210855, 47.5693351812058], [7.586250061995036, 47.569961161212326], [7.586374777627293, 47.5706174886155]]], ""type"": ""Polygon""}";87;Tempo 30-Zone;17A;Bläsi;1996-11-17 00:00:00;1996
47.56463645740121, 7.5942490618358836;"{""coordinates"": [[[7.592650891960131, 47.564737587075825], [7.592033717225493, 47.56614891089967], [7.592223985514314, 47.56639087877605], [7.595005439378943, 47.566878722252284], [7.59532800393288, 47.56556038754252], [7.595306328283244, 47.56534670821575], [7.59532537717712, 47.564669924029644], [7.59535641896749, 47.56448465683521], [7.595492578680659, 47.564235150009154], [7.596522696855598, 47.56272960531627], [7.594583258608716, 47.56211475311441], [7.593458434848398, 47.563610954286894], [7.592734664955617, 47.56457362895809], [7.592650891960131, 47.564737587075825]]], ""type"": ""Polygon""}";93;Tempo 30-Zone;17D;Müllheimer;1997-04-22 00:00:00;1997
47.570754309526684, 7.573299854531913;"{""coordinates"": [[[7.574304432879421, 47.5710101940922], [7.574110679853526, 47.57087240215041], [7.573487164657261, 47.57041624526015], [7.573187215776746, 47.57018172142915], [7.572948388184797, 47.5700956212337], [7.57246351179791, 47.570865030608715], [7.572432207303765, 47.57093632347181], [7.573100437490314, 47.57113822796531], [7.574494808295078, 47.57113633382286], [7.574304432879421, 47.5710101940922]]], ""type"": ""Polygon""}";98;Tempo 30-Zone;35;Vogesenplatz;2015-04-17 00:00:00;2015
47.54664906576637, 7.599214377376567;"{""coordinates"": [[[7.599645795123081, 47.54704896937179], [7.600014135345734, 47.54682001795036], [7.599666847913086, 47.54659909896908], [7.598610183652512, 47.546279396406355], [7.598442382134357, 47.54657946100286], [7.59945552657973, 47.546892174046846], [7.599645795123081, 47.54704896937179]]], ""type"": ""Polygon""}";99;Tempo 30-Zone;50;Casinostrasse;2015-05-20 00:00:00;2015
47.539182177271094, 7.59309793276933;"{""coordinates"": [[[7.591627840495859, 47.540401681936146], [7.591729041783941, 47.54036673404984], [7.596073099894199, 47.53909132697728], [7.596027111356067, 47.53903016838294], [7.595972937485272, 47.538972168652926], [7.595911018098887, 47.53891783982823], [7.595841912407951, 47.53886764881913], [7.595766206072837, 47.53882202652509], [7.595684551047754, 47.53878136778125], [7.595597678862311, 47.53874603134119], [7.595506320853744, 47.53871631300369], [7.595411274707222, 47.53869249049221], [7.595287238784366, 47.53864728367661], [7.595158903890015, 47.53860798243265], [7.595026854927364, 47.5385747748307], [7.594918574077173, 47.53855316416747], [7.594891743069216, 47.53854780388546], [7.594754206201899, 47.53852721263203], [7.594614908638913, 47.5385130991041], [7.594474501304199, 47.53850552538113], [7.594333648322492, 47.538504526546575], [7.594193040301879, 47.53851011067031], [7.594053327901709, 47.5385222499037], [7.593915188241011, 47.538540880390656], [7.593779271826318, 47.53856592032618], [7.593168254684242, 47.53863406898418], [7.593160845971866, 47.538634888253], [7.592975242592767, 47.538613881963904], [7.592788941828191, 47.53859508877308], [7.592602627483156, 47.53857153758409], [7.592409225782683, 47.53852658122954], [7.592265039327637, 47.53848870073329], [7.592127844758457, 47.53843891205713], [7.591969559187318, 47.53838438426842], [7.591807706644116, 47.538313213440766], [7.591705634991531, 47.538256237006536], [7.591617615226504, 47.53819924203052], [7.591413384187077, 47.53804959247862], [7.591270589897801, 47.537884662572985], [7.590970206657494, 47.537977961622545], [7.591016803394028, 47.53803586569044], [7.591090214674995, 47.53812612130498], [7.591155320293874, 47.538219265757874], [7.591211866792596, 47.53831492165546], [7.591259640628395, 47.53841273853167], [7.591298468097733, 47.53851236586691], [7.591328201952897, 47.53861341712973], [7.59134873481274, 47.53871551472851], [7.591359985856494, 47.53881828103456], [7.591361914054809, 47.538921320377455], [7.591354504966331, 47.5390242460435], [7.591334870000147, 47.539161984706205], [7.591325117849583, 47.53930019607173], [7.591325274255191, 47.53943856532626], [7.591335338394717, 47.53957677768815], [7.591355269523255, 47.53971449144456], [7.591385040253464, 47.53985139184373], [7.591424570043307, 47.53998715520761], [7.591473765065979, 47.540121457873205], [7.591532518234946, 47.540253985186425], [7.591627840495859, 47.540401681936146]]], ""type"": ""Polygon""}";119;Tempo 30-Zone;7L;Ingelstein;1997-07-11 00:00:00;1997
47.57143417301935, 7.596065573990065;"{""coordinates"": [[[7.59502323857116, 47.5707774475994], [7.594997623319627, 47.57118364595233], [7.595110183577271, 47.57120524163965], [7.596299314126446, 47.57165001391102], [7.596556711043654, 47.571762500242045], [7.597305429559549, 47.57201650834837], [7.597395389225294, 47.5718558395491], [7.595253858415848, 47.57102868244219], [7.595247477316146, 47.5707697716951], [7.59502323857116, 47.5707774475994]]], ""type"": ""Polygon""}";102;Tempo 30-Zone;54;Horburgstrasse;2015-05-28 00:00:00;2015
47.57322245592007, 7.61197518851489;"{""coordinates"": [[[7.611834003123384, 47.572694385321434], [7.611640729103187, 47.57273631328473], [7.612142942246843, 47.5737768822663], [7.612306301135161, 47.573730240428795], [7.611834003123384, 47.572694385321434]]], ""type"": ""Polygon""}";105;Tempo 30-Zone;68;Schorenweg;2015-04-09 00:00:00;2015
47.58135880438547, 7.59165723547969;"{""coordinates"": [[[7.589796088508671, 47.5818385531194], [7.589871201831681, 47.58192243844824], [7.59090722014422, 47.58171723102856], [7.591645201190329, 47.581519951484786], [7.591856949092332, 47.581775479900486], [7.592120395691858, 47.58166210117515], [7.591926266681718, 47.58141844867134], [7.59227757041142, 47.58128116581557], [7.592461786733619, 47.5811381486497], [7.592646049659703, 47.581007020733246], [7.592725005620587, 47.580947432372845], [7.592631295041133, 47.58061527655768], [7.59230774688802, 47.58090830306434], [7.591839220788048, 47.58114690075085], [7.591739916133845, 47.58112872010888], [7.591717114954586, 47.58108521176288], [7.591451391607463, 47.58118263783839], [7.591570978890458, 47.581409166103], [7.589796088508671, 47.5818385531194]]], ""type"": ""Polygon""}";111;Tempo 30-Zone;37;Wiesendamm;2015-12-16 00:00:00;2015
47.56331257101428, 7.579845936217977;"{""coordinates"": [[[7.580311013677845, 47.56255084678627], [7.57962923306079, 47.56341205650138], [7.57918443196047, 47.563722030983186], [7.578977725915856, 47.56378224996086], [7.578964169462066, 47.56378620551781], [7.579300898146563, 47.56400418509731], [7.579946543192305, 47.563527484448265], [7.580591075824253, 47.562641495597454], [7.580311013677845, 47.56255084678627]]], ""type"": ""Polygon""}";136;Tempo 30-Zone;57;Klingelbergstrasse;;2017
47.54378011633407, 7.590067704977295;"{""coordinates"": [[[7.589810586594391, 47.54328694781248], [7.589577174058189, 47.54337763786278], [7.5903174979355, 47.5442709995619], [7.59043918920444, 47.5442218519988], [7.590557019365025, 47.54417426526396], [7.589810586594391, 47.54328694781248]]], ""type"": ""Polygon""}";148;Tempo 30-Zone;70;Solothurnerstrasse;2018-03-29 00:00:00;2018
47.56587276718805, 7.636149178248705;"{""coordinates"": [[[7.636143044304657, 47.56676180434314], [7.636316858584819, 47.56670082870247], [7.636219134853294, 47.56594785196078], [7.636158738168339, 47.56530189080816], [7.636216330781266, 47.56519114334568], [7.636258269128623, 47.565123259511324], [7.636231204516483, 47.56493412258177], [7.63613139616667, 47.56504138018669], [7.636063067752518, 47.56510216772886], [7.63603698168117, 47.56518074512183], [7.635995294038793, 47.565316450076686], [7.636143044304657, 47.56676180434314]]], ""type"": ""Polygon""}";152;Tempo 30-Strecke;;Hörnliallee Nebenfahrbahn;2018-05-24 00:00:00;2018
47.549221313026145, 7.601622944469944;"{""coordinates"": [[[7.603785156058728, 47.550565922777025], [7.603992401280922, 47.55044381729195], [7.602487024717441, 47.549532466577396], [7.601902804893473, 47.54917877986753], [7.600966192420811, 47.54869810421689], [7.599508335431378, 47.54804517388348], [7.599310865115829, 47.548233128289276], [7.599313990881986, 47.54823447304235], [7.599609995174957, 47.548361874746554], [7.601027906617834, 47.548972148062354], [7.601421100519699, 47.549202370157666], [7.601697626197117, 47.549311986069675], [7.60337908002105, 47.55032200253886], [7.603785156058728, 47.550565922777025]]], ""type"": ""Polygon""}";154;Tempo 30-Zone;83;Sevogelstrasse;;2018
47.54366615594481, 7.585552949802798;"{""coordinates"": [[[7.583299897460026, 47.54558252576797], [7.584819626839853, 47.54499746463093], [7.589445954398238, 47.54322709904385], [7.588220075321531, 47.541781553056154], [7.581608216831145, 47.54397152622095], [7.583299897460026, 47.54558252576797]]], ""type"": ""Polygon""}";9;Tempo 30-Zone;6B;Winkelried;1997-10-27 00:00:00;1997
47.55021916301163, 7.599916288073461;"{""coordinates"": [[[7.596519777963902, 47.55008737455107], [7.59833470314129, 47.551384489466116], [7.598810194931872, 47.5518691125935], [7.600816919081333, 47.55224470331399], [7.600937700438795, 47.55198955325058], [7.601217040267088, 47.55191512715436], [7.60378546644145, 47.55066625668956], [7.603785156058728, 47.550565922777025], [7.601697626197117, 47.549311986069675], [7.601421100519699, 47.549202370157666], [7.601027906617834, 47.548972148062354], [7.598848638945013, 47.54803418430779], [7.598300338132566, 47.5481287960188], [7.596519777963902, 47.55008737455107]]], ""type"": ""Polygon""}";11;Tempo 30-Zone;5F;Lange Gasse;1998-10-13 00:00:00;1998
47.562985534121964, 7.605718307457815;"{""coordinates"": [[[7.600489361258792, 47.562261004657934], [7.601525154382884, 47.56275687782585], [7.603511853384328, 47.56360350383164], [7.60406778487279, 47.5638729588971], [7.604119996471573, 47.56392129791005], [7.605293044299475, 47.56458418022575], [7.606056434562788, 47.56498047281681], [7.60634962561166, 47.56511648569543], [7.607470052358903, 47.56559018486312], [7.607515563157774, 47.565581314054256], [7.609786987970893, 47.562771240472706], [7.610078927164112, 47.562365401224575], [7.609300402787739, 47.562116393170285], [7.608573008072167, 47.561927680142894], [7.607756408055562, 47.561739101084555], [7.607475764749191, 47.56169637431089], [7.606493522564602, 47.56153389226163], [7.605817559537917, 47.56145722152713], [7.604720767457565, 47.561363915603735], [7.603940716395511, 47.561338403654254], [7.603208109501596, 47.5613026025731], [7.603085374353331, 47.56131939628404], [7.603003798496708, 47.561408126547796], [7.602578053546011, 47.56139209703371], [7.602250835263134, 47.561459011633076], [7.601629308602443, 47.5616537064867], [7.601187856166226, 47.56184262474956], [7.600771059961521, 47.562070260941596], [7.600574996854093, 47.562203451780945], [7.600489361258792, 47.562261004657934]]], ""type"": ""Polygon""}";15;Tempo 30-Zone;14A;Vogelsang;2000-11-21 00:00:00;2000
47.57267427821374, 7.5612313974682435;"{""coordinates"": [[[7.557129782083746, 47.57255123452571], [7.562098842539577, 47.57475542740829], [7.562817664799232, 47.57448216586298], [7.563349621949752, 47.574296679962686], [7.56483041379554, 47.573750090102976], [7.565816391925628, 47.57338613428071], [7.566254604338564, 47.57316120983917], [7.564370843199089, 47.571933818343474], [7.563197864713888, 47.572747735554465], [7.559210660444616, 47.5701159992571], [7.558865866469381, 47.5703401895818], [7.558521230874423, 47.570642263990464], [7.558176752064296, 47.57102218648425], [7.557474213474598, 47.57214213093813], [7.557129782083746, 47.57255123452571]]], ""type"": ""Polygon""}";32;Tempo 30-Zone;11A;Burgfelderhof;1997-03-19 00:00:00;1997
47.56641708888376, 7.561387458866031;"{""coordinates"": [[[7.560085802946678, 47.569225194030004], [7.560284195099412, 47.56903166817887], [7.561580027790207, 47.56815240079353], [7.56251864988177, 47.567550683855494], [7.564699859660296, 47.56621899942606], [7.564035583286531, 47.56557210566589], [7.563315591033659, 47.56471354673398], [7.563056813884369, 47.56426547773079], [7.560131595959263, 47.56506557169372], [7.558494096060971, 47.56547824027041], [7.560085802946678, 47.569225194030004]]], ""type"": ""Polygon""}";33;Tempo 30-Zone;10A;Theodor-Herzl;2001-10-03 00:00:00;2001
47.57153261458296, 7.608325042697513;"{""coordinates"": [[[7.604358120995466, 47.573136838917726], [7.605411496020633, 47.57289372065771], [7.606143547385881, 47.572747656360185], [7.606381090846548, 47.572721349843185], [7.606619956196402, 47.57270130053818], [7.606859798092438, 47.57268754491066], [7.607100231209938, 47.57268008351192], [7.607340923498576, 47.572678952793915], [7.607581489578195, 47.572684135326746], [7.607821583995163, 47.572695631612824], [7.608060847948186, 47.572713424189516], [7.608298909287498, 47.572737477629296], [7.60853540920852, 47.5727677744753], [7.608770002051137, 47.57280425228591], [7.609018810920216, 47.57281429437552], [7.609267997730539, 47.57281781495476], [7.60951720358884, 47.57281482354113], [7.609766056254311, 47.572805311687446], [7.6100141835731, 47.57278929793074], [7.61026120010258, 47.57276680083048], [7.610506760300809, 47.572737847884426], [7.610750478874183, 47.572702502626484], [7.610991983706291, 47.57266079259954], [7.611230942728351, 47.57261279925221], [7.61146697068706, 47.57255859512079], [7.610407314095792, 47.570844193255], [7.610084233276522, 47.570373390639794], [7.609618025049381, 47.569842368565986], [7.609296258136864, 47.56978241173631], [7.608974543829357, 47.56973454146367], [7.608348757401426, 47.569590413432415], [7.608187727656906, 47.56951814071971], [7.608044687351855, 47.56948208622302], [7.604358120995466, 47.573136838917726]]], ""type"": ""Polygon""}";47;Tempo 30-Zone;15A;Schoren;2001-01-12 00:00:00;2001
47.56406317098386, 7.618533560825366;"{""coordinates"": [[[7.620775381187364, 47.56655610000582], [7.62125978998444, 47.56596308747237], [7.621877849842811, 47.565353368051014], [7.622386878974668, 47.56485898181861], [7.622883713628171, 47.564364612543194], [7.622104222015455, 47.56399568894002], [7.621239366679541, 47.563552830679775], [7.62048438288367, 47.56323318822467], [7.619899802355085, 47.562962624236924], [7.61968897377964, 47.562878231382456], [7.619473315603168, 47.56279964659363], [7.619253160420035, 47.562727004233686], [7.6190288673316, 47.5626604206396], [7.61880079540216, 47.56260000315676], [7.618569316916619, 47.562545841125036], [7.618334804184588, 47.562498032880775], [7.618097629389337, 47.56245664078813], [7.617858204632492, 47.5624217451402], [7.617616888771281, 47.56239339933396], [7.617374093749017, 47.5623716387002], [7.617130191644332, 47.562356498634266], [7.616885581108621, 47.56234801449381], [7.616640673989123, 47.562346194638444], [7.616395855557751, 47.56235104747175], [7.616446022660384, 47.562811629298764], [7.616920515202746, 47.56289316940647], [7.616738748975614, 47.563082639438925], [7.616471024246902, 47.56301723253956], [7.616239952091298, 47.563001135658595], [7.61611969405701, 47.56224468622159], [7.614414613079164, 47.56255972319725], [7.614193298074898, 47.56263292414962], [7.613976639975678, 47.562712260376266], [7.613765023562879, 47.56279757843085], [7.613558807110066, 47.56288874289652], [7.613358335611348, 47.5629856183781], [7.613163953892546, 47.56308801551996], [7.614697992505648, 47.56368622615218], [7.615209373351947, 47.56389109329167], [7.61746251330161, 47.56497352053842], [7.619045832816113, 47.565736128624856], [7.620775381187364, 47.56655610000582]]], ""type"": ""Polygon""}";49;Tempo 30-Zone;15D;Wittlinger;2001-01-15 00:00:00;2001
