geo_point_2d;geo_shape;id_tempo30;regime;regimenr;name;umdatum;umjahr
47.56978784276521, 7.612250675517922;"{""coordinates"": [[[7.608216953894432, 47.56929334568702], [7.608460000511577, 47.56938122881131], [7.608802678517839, 47.56948198881016], [7.609175787434567, 47.56956108240222], [7.609268618717319, 47.56942161611171], [7.609808893785056, 47.5695795712571], [7.610024181608126, 47.56989454674146], [7.610432670403892, 47.570348864147945], [7.61176610291146, 47.572476910959466], [7.613425670933815, 47.57200051918929], [7.61436509411928, 47.57173491609089], [7.614632839847468, 47.571637047216534], [7.615009237000574, 47.571481507581936], [7.615406650284397, 47.571288071372464], [7.615665729736919, 47.57114297836323], [7.615933022028585, 47.57097827500435], [7.615985503905211, 47.57082273909879], [7.616270756113716, 47.57066453701207], [7.61660407831597, 47.57037596010314], [7.614648027059925, 47.56931611124741], [7.613275031515727, 47.56852988909604], [7.612031452456335, 47.5678119359883], [7.611423804019635, 47.56746194958982], [7.610965273782837, 47.56724721163964], [7.610814390438492, 47.567138997658596], [7.610130652235548, 47.56687110348476], [7.609418826994705, 47.56776924428798], [7.608216953894432, 47.56929334568702]]], ""type"": ""Polygon""}";76;Tempo 30-Zone;15B;Eglisee;2001-01-12 00:00:00;2001
47.569384973090514, 7.575684420993361;"{""coordinates"": [[[7.577570770950793, 47.57059299099203], [7.577839198372232, 47.57043718811178], [7.575140647601569, 47.569051463714686], [7.574013976482965, 47.56791591984832], [7.573916068653407, 47.568327054222735], [7.574001713586265, 47.568310424472834], [7.574728167122927, 47.56908816322158], [7.574942726760797, 47.56924706507804], [7.575878294324819, 47.569721842299245], [7.576081213719343, 47.569827216282825], [7.577570770950793, 47.57059299099203]]], ""type"": ""Polygon""}";79;Tempo 30-Zone;;Gasstrasse;;2009
47.55160051526647, 7.609719348553588;"{""coordinates"": [[[7.605147858777567, 47.55244586276165], [7.605992533544657, 47.552726516294484], [7.60666166966227, 47.55291068924364], [7.608274191294775, 47.553355143206346], [7.608939670291655, 47.553545675875554], [7.609127107393072, 47.553602511936596], [7.60933357899995, 47.553678962142904], [7.609522327188142, 47.553759116430484], [7.611211829405233, 47.55365967242191], [7.611338343228415, 47.55365909813691], [7.611785123756819, 47.55367446155021], [7.612653438678572, 47.553724062841326], [7.61373627923669, 47.55378364207107], [7.613757112975597, 47.55378436621592], [7.613777819237337, 47.553782680223904], [7.613797813586562, 47.55377862094935], [7.613816472027852, 47.55377231524376], [7.613833263710829, 47.55376393478772], [7.613859411317028, 47.5537483992139], [7.613953669234947, 47.55368735166565], [7.614048410665907, 47.55361988177324], [7.614130818241422, 47.55354688124696], [7.614239833616405, 47.55343684924073], [7.614308396411528, 47.55335142210984], [7.614384657394977, 47.55323966760074], [7.614442351503609, 47.553129757808776], [7.614565243209368, 47.552897281572136], [7.614659245326198, 47.55272716657513], [7.614711870376319, 47.552659624867395], [7.614789781482743, 47.55258951763781], [7.61491479795089, 47.55250643301227], [7.615029964531214, 47.55244986776374], [7.615160869394209, 47.55237598355088], [7.615253691865091, 47.55231190618961], [7.615331727324542, 47.55224361513466], [7.615408856313794, 47.552158408148465], [7.615759353295669, 47.551702557611875], [7.615719063261701, 47.551591285183264], [7.615668673475108, 47.55135080578801], [7.615585371473162, 47.55104422728148], [7.615481572197827, 47.550729576440474], [7.615340502454462, 47.55040826370432], [7.615080860684817, 47.550557854952864], [7.614938902359874, 47.55063019095345], [7.614791373253615, 47.550697237881515], [7.614638724438632, 47.550758806165454], [7.614481407024651, 47.55081471522898], [7.614319858932779, 47.55086481149878], [7.614154571199039, 47.55090893232975], [7.610901628094808, 47.55160476252773], [7.610179433049172, 47.55013879385236], [7.61009833520066, 47.54996616114248], [7.609727088496501, 47.54919875684623], [7.609644803176494, 47.549031890512175], [7.609265277509772, 47.54824280369336], [7.607803536714773, 47.548958042902385], [7.607587162088545, 47.54906194717513], [7.606535494553905, 47.54957616649959], [7.606314763656266, 47.54968619939582], [7.604872237116716, 47.55039012226395], [7.604754981075463, 47.55044749885498], [7.604389652478906, 47.550625367234694], [7.604399893781359, 47.55079188106086], [7.604569065804916, 47.55115725434252], [7.604640553523947, 47.55133338510831], [7.605147858777567, 47.55244586276165]]], ""type"": ""Polygon""}";82;Tempo 30-Zone;5E;Hirzboden;1999-04-14 00:00:00;1999
47.567973290243785, 7.612385996462506;"{""coordinates"": [[[7.614003107324728, 47.5688608066552], [7.61289341004135, 47.568208081400044], [7.611528412289954, 47.567424848231994], [7.611044054139731, 47.567145969843345], [7.610965273782837, 47.56724721163964], [7.612031452456335, 47.5678119359883], [7.613275031515727, 47.56852988909604], [7.613942997535743, 47.56891238607518], [7.614003107324728, 47.5688608066552]]], ""type"": ""Polygon""}";90;Tempo 30-Zone;64;Riehenstrasse;2014-08-29 00:00:00;2014
47.558027904471786, 7.600358415035393;"{""coordinates"": [[[7.594630913104289, 47.55812829303944], [7.595280380560114, 47.55882649542798], [7.595417709939973, 47.55882631074438], [7.595909720475531, 47.559339099663404], [7.596082263465396, 47.55946593902884], [7.59633938660965, 47.5596138619094], [7.597500069987027, 47.559088661480075], [7.597791122056266, 47.559069206587274], [7.597844151622518, 47.559007715970544], [7.597859556876914, 47.55892510551006], [7.597839338528889, 47.55885064707372], [7.596688805506135, 47.557501103146286], [7.596999826423256, 47.55740821627971], [7.598128352900249, 47.558758884530604], [7.598417341547875, 47.5589074697209], [7.598690791079777, 47.5589379339101], [7.59903864931338, 47.55900049259046], [7.600184608291572, 47.55885196076516], [7.602163955266163, 47.55868926383707], [7.60242346365221, 47.55870523189775], [7.604361634391439, 47.55876426873009], [7.605639887674296, 47.55882605584156], [7.605955926771776, 47.55773834995587], [7.605952500589032, 47.55745915336807], [7.605496791676553, 47.55739815500074], [7.605261764671568, 47.557366042035675], [7.605146511252809, 47.55730781951076], [7.605007303225056, 47.557249631086144], [7.604892164667566, 47.55722384854819], [7.602794582274089, 47.55701566842586], [7.602180770171388, 47.556974360128564], [7.60155696964179, 47.55697715883563], [7.599436187415767, 47.55694581215894], [7.598860790880965, 47.55696273063699], [7.597754006414782, 47.55706994176295], [7.597428123028021, 47.557118637727804], [7.597176663422185, 47.55717472331417], [7.59688324639634, 47.55725798145117], [7.596570341872588, 47.557369631491866], [7.595388709228292, 47.55779122537221], [7.594630913104289, 47.55812829303944]]], ""type"": ""Polygon""}";91;Tempo 30-Zone;14D;Theodor;2000-11-21 00:00:00;2000
47.56463183236183, 7.589266509178279;"{""coordinates"": [[[7.586882443325536, 47.56539222586875], [7.587242762753915, 47.56550556449329], [7.587391246527735, 47.56526741067619], [7.58881867739118, 47.56570279154753], [7.589030173270634, 47.565627142649575], [7.589297704938446, 47.56566448082333], [7.589498860410544, 47.56587528493692], [7.590858960401661, 47.56612228265751], [7.591013562237244, 47.565639658343926], [7.591233880156977, 47.56476495697188], [7.591299201967785, 47.56422968278086], [7.591257641363949, 47.56402187457007], [7.591090025271635, 47.56392309114989], [7.588293648901158, 47.56303970100696], [7.588095762146583, 47.56328389136009], [7.587906678920825, 47.56353125385311], [7.587726491925647, 47.56378164451045], [7.587555320445259, 47.5640349193212], [7.587393270458025, 47.564290925296376], [7.587240421373207, 47.56454950947943], [7.587096865919107, 47.56481052788873], [7.586962696780062, 47.565073818553714], [7.586882443325536, 47.56539222586875]]], ""type"": ""Polygon""}";95;Tempo 30-Zone;17C;Flora;1996-09-06 00:00:00;1996
47.56447479445901, 7.622949878812769;"{""coordinates"": [[[7.624977568331529, 47.56223212469325], [7.624729556462388, 47.562117284781216], [7.624090069432325, 47.56323195294601], [7.623722189862358, 47.56359662213769], [7.623259673768287, 47.56404709638079], [7.622883713628171, 47.564364612543194], [7.622386878974668, 47.56485898181861], [7.621877849842811, 47.565353368051014], [7.62125978998444, 47.56596308747237], [7.620775381187364, 47.56655610000582], [7.621037151387913, 47.56663378264931], [7.62315734942096, 47.564490451010805], [7.624170779954714, 47.56354171200654], [7.624535935065924, 47.56307495799073], [7.624977568331529, 47.56223212469325]]], ""type"": ""Polygon""}";101;Tempo 30-Zone;46;Allmendstrasse;2015-06-16 00:00:00;2015
47.540125987319975, 7.589298900054651;"{""coordinates"": [[[7.587516504442053, 47.53980539537178], [7.58736058730816, 47.539814192536916], [7.587272433275557, 47.53982276816971], [7.587186383929133, 47.539838347212815], [7.58710367389126, 47.53986073023449], [7.587025471006368, 47.53988958298433], [7.586952849979233, 47.53992450837681], [7.586886858685174, 47.539965010430684], [7.58682841199168, 47.54001052138513], [7.586778344885689, 47.54006040163096], [7.58673734608927, 47.54011394878803], [7.586706011185923, 47.54017039763733], [7.586689039610392, 47.54021450674191], [7.586678047214048, 47.540259462657154], [7.586673112731033, 47.540304914527056], [7.586674274950978, 47.540350475570285], [7.586885833938519, 47.540840304952795], [7.5870011016424, 47.54110076213807], [7.587224867601332, 47.54146446442167], [7.587317564364798, 47.54161726746626], [7.58734994857392, 47.54164664480356], [7.587389042455279, 47.5416720023401], [7.587433794760112, 47.54169263989649], [7.587482968682286, 47.54170800143165], [7.587535208170122, 47.54171763898362], [7.58758909133251, 47.54172131153372], [7.587643130240651, 47.54171891305699], [7.587695837441876, 47.541710508412265], [7.591627840495859, 47.540401681936146], [7.591532518234946, 47.540253985186425], [7.591473765065979, 47.540121457873205], [7.591424570043307, 47.53998715520761], [7.591385040253464, 47.53985139184373], [7.591355269523255, 47.53971449144456], [7.591335338394717, 47.53957677768815], [7.591325274255191, 47.53943856532626], [7.591325117849583, 47.53930019607173], [7.591334870000147, 47.539161984706205], [7.591354504966331, 47.5390242460435], [7.591361914054809, 47.538921320377455], [7.591359985856494, 47.53881828103456], [7.59134873481274, 47.53871551472851], [7.591328201952897, 47.53861341712973], [7.591298468097733, 47.53851236586691], [7.591259640628395, 47.53841273853167], [7.591211866792596, 47.53831492165546], [7.591155320293874, 47.538219265757874], [7.591090214674995, 47.53812612130498], [7.591016803394028, 47.53803586569044], [7.590970206657494, 47.537977961622545], [7.590351642385921, 47.53817009374316], [7.590376458554085, 47.538261240503466], [7.590392684277982, 47.5383532888308], [7.590400238650091, 47.538445825119666], [7.590399080810137, 47.53853850766065], [7.590391615451268, 47.53859420694705], [7.590375913296061, 47.53864911651211], [7.590352118832421, 47.538702678549306], [7.59032050939133, 47.53875434407126], [7.59028136238426, 47.538803591070725], [7.590235114681915, 47.53884992431323], [7.590182203211518, 47.53889286655106], [7.59012318456741, 47.538931985349635], [7.589658807473157, 47.53903541421063], [7.589551743029181, 47.53909604517169], [7.589489490422553, 47.539198951792784], [7.5893737977813, 47.53937448042625], [7.589275807286421, 47.53948347697674], [7.589186635683174, 47.53955012828072], [7.588874154279795, 47.53965333961267], [7.588454489418685, 47.53978087225425], [7.58819541700033, 47.53980540735326], [7.58765118187168, 47.539805385109716], [7.587516504442053, 47.53980539537178]]], ""type"": ""Polygon""}";118;Tempo 30-Zone;7A;Brunnmatt;1997-07-17 00:00:00;1997
47.535736254913495, 7.6028677396955375;"{""coordinates"": [[[7.603967763276697, 47.53674012043975], [7.604186188784609, 47.53666051175759], [7.604436154417297, 47.53568213396995], [7.603220717804378, 47.53466299831801], [7.602176907229138, 47.53459308512552], [7.601760210048233, 47.534838247187984], [7.601801138051485, 47.53487214146849], [7.60183368482669, 47.534909977773786], [7.60185703736443, 47.53495081290078], [7.601870608169676, 47.53499362238448], [7.601874075243106, 47.53503734541036], [7.601867328989228, 47.53508089388248], [7.601850551985245, 47.53512317929248], [7.601824165999307, 47.53516315776356], [7.601788818685101, 47.53519982107566], [7.601745397084357, 47.53523226859753], [7.60119557133873, 47.53593264747076], [7.601236657846412, 47.536088236864146], [7.601456778135955, 47.536215569354724], [7.602121096390538, 47.53646956794515], [7.60211260161634, 47.53647121674247], [7.602535698845077, 47.536719606415176], [7.602570784857835, 47.536749083676014], [7.602612445384383, 47.5367743515634], [7.602659576002162, 47.536794728097114], [7.602710939941225, 47.5368096843789], [7.602765194619695, 47.53681883556206], [7.602820931460831, 47.53682193180217], [7.602876662724775, 47.53681889425121], [7.602930954293363, 47.53680980587669], [7.602982359267669, 47.53679491155527], [7.603029550697129, 47.5367745909036], [7.60320722312281, 47.536687936494], [7.603390703191979, 47.5366070206306], [7.603435822707029, 47.536591082724335], [7.603483864907999, 47.53657973649556], [7.603533834540428, 47.5365732441703], [7.603584669503346, 47.536571724169995], [7.603635280885069, 47.53657521401173], [7.603684619283085, 47.53658364323288], [7.603967763276697, 47.53674012043975]]], ""type"": ""Polygon""}";103;Tempo 30-Zone;52;Hechtliacker;2015-08-31 00:00:00;2015
47.58210293695128, 7.591101283219342;"{""coordinates"": [[[7.591952589776602, 47.58199848669898], [7.59183941835215, 47.58184558147835], [7.591033810599161, 47.58204125983074], [7.590237020872209, 47.58221275515598], [7.590314061592362, 47.582357021052815], [7.591952589776602, 47.58199848669898]]], ""type"": ""Polygon""}";113;Tempo 30-Zone;19;Hochbergerstrasse;2015-12-16 00:00:00;2015
47.546210428242254, 7.585643689113755;"{""coordinates"": [[[7.586671543830847, 47.545668841387254], [7.58433890363864, 47.546563135114354], [7.584541424001594, 47.54675294701846], [7.586878387877291, 47.54591191386793], [7.586787288180513, 47.54580557946879], [7.586731208385165, 47.54573932170125], [7.586711404559193, 47.54571591809734], [7.586671543830847, 47.545668841387254]]], ""type"": ""Polygon""}";145;Tempo 30-Zone;43;Güterstrasse;2018-03-29 00:00:00;2018
47.54268758945, 7.594026278545521;"{""coordinates"": [[[7.593427962885855, 47.54191179788608], [7.593143115455503, 47.542019282954286], [7.593898424617871, 47.54275314265533], [7.593820721984479, 47.54294523639502], [7.593882750013234, 47.543026925194496], [7.59397387229339, 47.54314690665411], [7.594312441132979, 47.5432361227006], [7.594456743380739, 47.543213157536854], [7.594587954901924, 47.54319227828661], [7.594669541933742, 47.54312578596071], [7.5947186749045, 47.543012326578065], [7.594742278257242, 47.54295784661258], [7.594704165411934, 47.54289700979026], [7.594618355947299, 47.54278647424251], [7.594542106282988, 47.54268822932542], [7.594142120215114, 47.542621121702254], [7.593427962885855, 47.54191179788608]]], ""type"": ""Polygon""}";146;Tempo 30-Zone;41;Bruderholzstrasse;2018-03-29 00:00:00;2018
