geo_point_2d;geo_shape;objid;id;es_id;es_name
47.55695837806402, 7.60301560646267;"{""coordinates"": [[[7.603004619744444, 47.55697596170737], [7.603621105538278, 47.557035276306266], [7.603598578510405, 47.55712327594181], [7.603628986600945, 47.55712631772851], [7.603660476275268, 47.55698069151558], [7.60363538107216, 47.556977120575276], [7.603630882809561, 47.556996166686595], [7.603008289642186, 47.5569337669119], [7.602439679989484, 47.55687592866558], [7.602340978659569, 47.55687190330712], [7.602339423397302, 47.55691930248345], [7.602511273672138, 47.55692623786849], [7.603004619744444, 47.55697596170737]]], ""type"": ""Polygon""}";294;221;1;Hundeverbot
47.55841201447047, 7.593887013252935;"{""coordinates"": [[[7.593998778761955, 47.55838589052071], [7.593956931539879, 47.55834653577921], [7.59374799855885, 47.55845962240949], [7.593844175259899, 47.558462795056286], [7.593998778761955, 47.55838589052071]]], ""type"": ""Polygon""}";298;223;1;Hundeverbot
47.55941468877, 7.5834282834548725;"{""coordinates"": [[[7.584061808301519, 47.55934969054629], [7.582917613845284, 47.559424303036195], [7.582888859343582, 47.55941861860715], [7.58288712249316, 47.55940030953407], [7.582860028540194, 47.55937974742388], [7.58279918493685, 47.559383258272604], [7.582809523357737, 47.55945761459203], [7.583051207614958, 47.559442448862306], [7.583068312412815, 47.559517938979184], [7.583277861281856, 47.5594948081669], [7.58326584008292, 47.5594273161883], [7.584105825942803, 47.559373657870054], [7.58435090688945, 47.5593619117976], [7.584347440756394, 47.559333307092224], [7.584061808301519, 47.55934969054629]]], ""type"": ""Polygon""}";306;227;2;Leinenpflicht
47.55902302444278, 7.584216999310598;"{""coordinates"": [[[7.584190157540003, 47.55869619917918], [7.584141136618225, 47.5586985357831], [7.584239596272197, 47.55933948561114], [7.584293731079191, 47.55933638710495], [7.584190157540003, 47.55869619917918]]], ""type"": ""Polygon""}";310;229;2;Leinenpflicht
47.55868609785318, 7.5834643606478265;"{""coordinates"": [[[7.582819515055177, 47.558773359647674], [7.582980077176479, 47.5587662987656], [7.582971510419576, 47.55871825589254], [7.583583296854569, 47.55868204364301], [7.583715260659474, 47.558721937562744], [7.584190157540003, 47.55869619917918], [7.584178417523098, 47.558600601527466], [7.582823901780082, 47.558680628906316], [7.582822680765819, 47.55869097320154], [7.582694232257055, 47.55869798519821], [7.582713140050278, 47.55882154462399], [7.582797659581815, 47.55881800454721], [7.582817886337069, 47.55879509949742], [7.582819515055177, 47.558773359647674]]], ""type"": ""Polygon""}";312;230;2;Leinenpflicht
47.559490582826236, 7.582934800463683;"{""coordinates"": [[[7.582809523309194, 47.55945759660465], [7.582819879421208, 47.559543419896826], [7.583069133512755, 47.55951694865243], [7.583051207566331, 47.559442430874896], [7.582809523309194, 47.55945759660465]]], ""type"": ""Polygon""}";316;232;1;Hundeverbot
47.56632217223022, 7.586592878110263;"{""coordinates"": [[[7.586404788573021, 47.56658439901402], [7.586437714783147, 47.56658822456998], [7.586256712756164, 47.56736248768951], [7.58636191311129, 47.56736502557498], [7.586560216317955, 47.56650959017117], [7.586707703852206, 47.56606816291687], [7.586829223379378, 47.565751142350294], [7.586864109709762, 47.56566181749807], [7.586882943453117, 47.56553410093173], [7.587056813666656, 47.565168402501655], [7.586990714666365, 47.56515270267722], [7.58684006614565, 47.56546844743601], [7.586631688424942, 47.56597491378775], [7.586500147642235, 47.56636389644722], [7.58641050810426, 47.56652394509705], [7.586391634898539, 47.566561086022745], [7.586404788523255, 47.566584381026665], [7.586404788573021, 47.56658439901402]]], ""type"": ""Polygon""}";330;242;1;Hundeverbot
47.56277882396232, 7.5886450010634565;"{""coordinates"": [[[7.588621203842441, 47.562784892832916], [7.5886138618775, 47.56281070524511], [7.588645634715204, 47.56280205737827], [7.588680039656349, 47.56276072295715], [7.588648446403443, 47.562748145436665], [7.588621203842441, 47.562784892832916]]], ""type"": ""Polygon""}";344;250;1;Hundeverbot
47.561094071343604, 7.590159197851944;"{""coordinates"": [[[7.589919348085888, 47.56128050012197], [7.589549829771496, 47.56165126850989], [7.589594306404676, 47.561671536721164], [7.589612068927519, 47.56165653018185], [7.589994118735159, 47.56127712034688], [7.59027308703606, 47.56101182076217], [7.590330367784418, 47.56100715043801], [7.590471804821155, 47.56087481254973], [7.590434852578907, 47.56085580298555], [7.590745256214788, 47.560549467889274], [7.590736553694184, 47.5605449643976], [7.590767351356809, 47.560516423098925], [7.590741138231875, 47.56050316458868], [7.589919348085888, 47.56128050012197]]], ""type"": ""Polygon""}";358;257;1;Hundeverbot
47.55523193028778, 7.597914187817955;"{""coordinates"": [[[7.597224524508451, 47.55532434962807], [7.597295106598082, 47.555313802810545], [7.597459420101812, 47.55529017723309], [7.597464615680607, 47.55530833750634], [7.597489979379748, 47.55530431870127], [7.597485144725342, 47.55528690441751], [7.597570802895618, 47.55527532957768], [7.59773440838194, 47.555254942321824], [7.597898017471487, 47.55523580495954], [7.598058296186687, 47.555218155890124], [7.598248755973819, 47.555199224119626], [7.598420451258249, 47.555183051868724], [7.598556863801603, 47.55517266580484], [7.598558762706649, 47.55519009306846], [7.598579350913862, 47.555188571845655], [7.59857709180925, 47.555170650421005], [7.598715698623946, 47.555160998644375], [7.598879322909922, 47.555151564120216], [7.598879664868081, 47.555137128695165], [7.598728160805174, 47.55514778770256], [7.598570428001854, 47.5551592105364], [7.598557332801811, 47.555085290965195], [7.598543730610213, 47.55508605611557], [7.598557929222996, 47.555160217004754], [7.598379600048027, 47.55517489660081], [7.598229234004769, 47.555188548310475], [7.59806378360306, 47.55520495456372], [7.598001280128391, 47.55521126374256], [7.597866356938649, 47.555226629648566], [7.597734371292011, 47.55524249503544], [7.597609016588994, 47.55525885487391], [7.597482547261336, 47.55527570175811], [7.597463945212612, 47.555203534361645], [7.597438208064803, 47.55520705002076], [7.597457182103943, 47.555279225907896], [7.597223385578657, 47.55531215566642], [7.597074507596655, 47.5553350134398], [7.596916417622037, 47.55536070757016], [7.596920857996217, 47.5553706666021], [7.597072706683572, 47.55534597026425], [7.597224524508451, 47.55532434962807]]], ""type"": ""Polygon""}";364;264;1;Hundeverbot
47.55511630997941, 7.599965197062969;"{""coordinates"": [[[7.599943863259571, 47.555121270117226], [7.6001426771784, 47.555119402778], [7.600141731851546, 47.555109942672296], [7.600106485699632, 47.555110153416116], [7.599948455826568, 47.55511106485536], [7.599788691373755, 47.55511391213279], [7.59978878646905, 47.555123409392316], [7.599943863259571, 47.555121270117226]]], ""type"": ""Polygon""}";372;269;1;Hundeverbot
47.55530540150031, 7.6042730106768115;"{""coordinates"": [[[7.604218920910073, 47.555341293733704], [7.604350440868306, 47.55529578723754], [7.604352272748815, 47.555295289975604], [7.604354478916274, 47.555295529668015], [7.604351234956974, 47.55531620190219], [7.604379193338485, 47.55531790690992], [7.604381333044262, 47.555296741590396], [7.604531396221987, 47.55530573755948], [7.604533941126099, 47.55529527421294], [7.604384235153382, 47.55528578308311], [7.604463195797319, 47.55525280756688], [7.604453228922968, 47.555239133279755], [7.604373525052522, 47.55527235267789], [7.604214096374942, 47.55532785494757], [7.603960653243079, 47.55531327632419], [7.603959592957617, 47.55532697529792], [7.604218920910073, 47.555341293733704]]], ""type"": ""Polygon""}";386;276;1;Hundeverbot
47.556102533641166, 7.609912254375854;"{""coordinates"": [[[7.609795567472742, 47.556062921534526], [7.609492199809784, 47.55600131016415], [7.60948472661098, 47.55599511544588], [7.609476495823651, 47.55600958046157], [7.609484419429747, 47.55601121469292], [7.609478923256352, 47.55602912029986], [7.609506256639415, 47.556034629339464], [7.60948738220047, 47.556081775237544], [7.609517136481682, 47.556088171103404], [7.609534160386946, 47.55604399585049], [7.609580535571122, 47.556054630343], [7.609581832170652, 47.55604879150201], [7.609622794740701, 47.556057779073726], [7.609790087647886, 47.55609003672266], [7.609887545797618, 47.55610852848952], [7.609995743584229, 47.55613258049218], [7.610384455562459, 47.556208931368765], [7.610392810482828, 47.556175309438665], [7.610354189005846, 47.556171382163534], [7.610288322429504, 47.556160524885875], [7.610122422217763, 47.55612770829408], [7.609795607330185, 47.556062921475956], [7.609795567472742, 47.556062921534526]]], ""type"": ""Polygon""}";388;283;1;Hundeverbot
47.556471873215614, 7.611650292133454;"{""coordinates"": [[[7.611044781149931, 47.55632482035943], [7.611189047252727, 47.55635996108953], [7.61153429960546, 47.55644309081345], [7.611563745266213, 47.55645250850819], [7.611590997158551, 47.5564614347978], [7.611613085648933, 47.55647185271741], [7.611645490493665, 47.55648425191766], [7.611687466058743, 47.556498129848315], [7.611736051589767, 47.55651001032257], [7.612344071727469, 47.55665698005053], [7.612674582315408, 47.55673664778286], [7.612665066768248, 47.55675210425377], [7.612690834486628, 47.556758037586825], [7.612743598735122, 47.55666194154928], [7.61271496501139, 47.55665308055289], [7.612678228448223, 47.55672619160851], [7.612370537678661, 47.55665295634366], [7.611700676233487, 47.55649114006935], [7.611675646322003, 47.556483217802956], [7.611649133575376, 47.5564727974744], [7.611622617632301, 47.55646138783311], [7.611595370946389, 47.556449970277214], [7.611541616058214, 47.55643361853633], [7.61105578268516, 47.55631683561814], [7.610535339563073, 47.55619115297797], [7.610495586007997, 47.55618224488865], [7.610455101286324, 47.5561773220915], [7.610392797196983, 47.55617530945819], [7.610389714938109, 47.55618771637222], [7.610438952801767, 47.55618780563503], [7.61047575092162, 47.55619073726708], [7.61051181468342, 47.55619666488676], [7.611044781149931, 47.55632482035943]]], ""type"": ""Polygon""}";390;284;1;Hundeverbot
47.55693101088615, 7.613528630528932;"{""coordinates"": [[[7.613335649653352, 47.55689699663879], [7.613335636367329, 47.55689699665874], [7.61340406337855, 47.556914341839736], [7.61339602438128, 47.55693029080964], [7.613435768938158, 47.55694018722737], [7.613442419843707, 47.55692230668449], [7.61372209020225, 47.55699056272516], [7.613699439997825, 47.55703590723387], [7.613778922903571, 47.5570537212339], [7.613802325214791, 47.55701085785037], [7.613992972809254, 47.55705688867568], [7.614001031301481, 47.55704692047174], [7.613630024818314, 47.556956345027196], [7.614145122802606, 47.557027780565626], [7.614032491718516, 47.55699807306358], [7.613577665492759, 47.55693644860235], [7.613569221071621, 47.55694219029952], [7.613455724721846, 47.556915874175836], [7.613486330651676, 47.55685751282105], [7.61344796276572, 47.55684604944328], [7.613414771740423, 47.55690615945339], [7.613350662574867, 47.556888771825726], [7.612705072202581, 47.55673208735532], [7.612699313720651, 47.55674258266279], [7.613335649653352, 47.55689699663879]]], ""type"": ""Polygon""}";392;285;1;Hundeverbot
47.587510112295476, 7.652130430589421;"{""coordinates"": [[[7.651223212430978, 47.5875867398091], [7.651969065898085, 47.58866043099097], [7.652142701010274, 47.58866409683474], [7.652653944754255, 47.58845412767873], [7.653044558842358, 47.58825830066574], [7.653059275146397, 47.588258273558274], [7.653150353312378, 47.58822226606394], [7.652980873396778, 47.58779056835936], [7.652959944985895, 47.58770698394323], [7.653168855628659, 47.58769664313261], [7.65318038809186, 47.58763889163979], [7.65285318278205, 47.58750211625803], [7.652950082113422, 47.5874461952478], [7.652908636826843, 47.58738454812433], [7.652855720440773, 47.58740256986605], [7.652817245224225, 47.587348885617686], [7.652931867568176, 47.58730686317238], [7.652970265499224, 47.58734461977061], [7.65298202762786, 47.58734061392477], [7.652982003602048, 47.58733464218493], [7.653040774403478, 47.58731463099833], [7.653058492440517, 47.58733052611703], [7.653084962568255, 47.58732449657583], [7.653102632543044, 47.58732844820802], [7.653114373362965, 47.587322454791114], [7.653114325281559, 47.58731051131138], [7.65314073404822, 47.58729254729558], [7.653134826187229, 47.587284589807716], [7.653149542221055, 47.58728456268878], [7.652954420200441, 47.58706393011162], [7.652854495638098, 47.587097957160815], [7.652505538724736, 47.58667453914488], [7.652467325408921, 47.586682577725924], [7.652446632651644, 47.58666071619239], [7.652637555058206, 47.58657474576525], [7.652646333926459, 47.586562786053676], [7.652619712165873, 47.58653097947657], [7.652746036282256, 47.586476992115216], [7.65265447836081, 47.586399509287666], [7.6521990124786, 47.58655764482667], [7.652145711030609, 47.586476116210186], [7.651992770307122, 47.58649631758204], [7.6518980498711, 47.586359122096376], [7.651742139643643, 47.58637135120844], [7.651839478860749, 47.586428903224025], [7.651919268282517, 47.586512380042166], [7.651687052957916, 47.58657451974201], [7.651598771225679, 47.58657468128901], [7.651605002422145, 47.586660280468834], [7.651219791300496, 47.586732655015695], [7.650910898206386, 47.58675511826153], [7.650928858736095, 47.586828743516904], [7.651264193166798, 47.58679627595639], [7.651368081470296, 47.58701906575055], [7.65101224126406, 47.58707347056038], [7.651110533757367, 47.587369937759554], [7.651223212430978, 47.5875867398091]]], ""type"": ""Polygon""}";398;289;1;Hundeverbot
47.59407972005491, 7.653677621643067;"{""coordinates"": [[[7.653130741898305, 47.59375557544878], [7.653256151272783, 47.593869698312545], [7.653350387386038, 47.594001281207866], [7.653405955734726, 47.59411180933072], [7.653448644364611, 47.594219869954436], [7.653484269831806, 47.594396304157144], [7.653486395367997, 47.59446839315122], [7.65348127379856, 47.594566595023444], [7.653558438817103, 47.594562729229295], [7.653624513400838, 47.59454520455854], [7.654215350067695, 47.59433404778264], [7.654235496886954, 47.594315366681734], [7.654239085927927, 47.59429547512325], [7.654228008735788, 47.594281825323414], [7.654121010659003, 47.594177607404234], [7.65396221348302, 47.593987730953984], [7.653766441681302, 47.5937382498762], [7.653637143041906, 47.59357316783842], [7.653130741898305, 47.59375557544878]]], ""type"": ""Polygon""}";400;290;1;Hundeverbot
47.57537352915422, 7.654177556433774;"{""coordinates"": [[[7.654647047886511, 47.57562448514569], [7.654688745656209, 47.57559610459598], [7.653732906173981, 47.57513036522641], [7.653693000653125, 47.575168167512906], [7.654647047886511, 47.57562448514569]]], ""type"": ""Polygon""}";408;294;2;Leinenpflicht
47.573961787290024, 7.651280383959633;"{""coordinates"": [[[7.651069752362853, 47.57418113425031], [7.651158413259364, 47.574127918577304], [7.651182829191756, 47.57413494303065], [7.651174181292225, 47.57415264941992], [7.651240468940856, 47.57417138811588], [7.651283827655124, 47.574119433272315], [7.651280191162089, 47.574084067719284], [7.651292264659341, 47.5740522169751], [7.651313000861059, 47.57400971985211], [7.651359883786244, 47.5739683710954], [7.651427687169549, 47.57393405311183], [7.651497334263003, 47.573922135008665], [7.651570373028844, 47.57388427284267], [7.651505718299243, 47.57383840636393], [7.651484850419077, 47.57384787891852], [7.651470838331248, 47.57383022294179], [7.65151761341498, 47.5737652748597], [7.651515848863585, 47.57375938721731], [7.651426905682428, 47.57373833375637], [7.651409500193775, 47.57373954375483], [7.651357385077937, 47.573778554745076], [7.651305213394716, 47.573803409739064], [7.651294768893941, 47.57381049786932], [7.65130882245407, 47.57383523182935], [7.651241001939977, 47.573871906123955], [7.651188886534349, 47.57391090804294], [7.651142045076478, 47.57395934368652], [7.651112679576705, 47.57402424183934], [7.651069127279698, 47.57402432134743], [7.651046650608292, 47.57407034713085], [7.651017180768739, 47.57410577311282], [7.651006787055939, 47.57412229550813], [7.651069752362853, 47.57418113425031]]], ""type"": ""Polygon""}";412;296;2;Leinenpflicht
47.57546396359875, 7.652463150916107;"{""coordinates"": [[[7.652214286648922, 47.57444697949039], [7.652148161187271, 47.574492114261616], [7.652106408028926, 47.57447692856136], [7.65206823441197, 47.57447942687503], [7.652030438612986, 47.57448334548674], [7.651898773323149, 47.57468355259983], [7.651693935048372, 47.5749883372674], [7.651570075018831, 47.57520671491758], [7.651449025026532, 47.57546338240737], [7.651383500418936, 47.57575272125586], [7.651368647177969, 47.57585075262823], [7.651459464576536, 47.57585433695449], [7.652333139182269, 47.57627207565933], [7.652305430878531, 47.57630274104499], [7.652340292438835, 47.57631915346897], [7.652527922359305, 47.57646187134995], [7.652745900430149, 47.57664851221627], [7.652939093183988, 47.57616121144238], [7.653191544634966, 47.5759640363462], [7.653395693182096, 47.57576302858268], [7.653464919147296, 47.57564616272554], [7.653494040145742, 47.57552111466572], [7.653492137449164, 47.57548103330272], [7.653461485818328, 47.57541102004995], [7.653437506359272, 47.57532785469048], [7.653442557464475, 47.57528185163378], [7.653463286716351, 47.575234641461535], [7.653489156426313, 47.575209762122526], [7.653577809921026, 47.575115344531255], [7.653583451763497, 47.57510709588947], [7.652788951593195, 47.57472406234625], [7.652214286648922, 47.57444697949039]]], ""type"": ""Polygon""}";422;312;1;Hundeverbot
47.57299777085687, 7.651634707096712;"{""coordinates"": [[[7.651617313956622, 47.57318243584488], [7.651624696512775, 47.57317741284425], [7.651652745960134, 47.573169231202336], [7.651698165459615, 47.57316099976553], [7.651747299850983, 47.57316115262732], [7.651789286897603, 47.57316532075497], [7.651825392475033, 47.57317432925739], [7.651856275948857, 47.573186890833284], [7.651900699515281, 47.57321208171976], [7.651913546525631, 47.57321425263774], [7.65157766284825, 47.572811608320286], [7.651343988380829, 47.572826218728814], [7.651338796704372, 47.57283739839096], [7.65143566415683, 47.57287965356693], [7.651474082047848, 47.572901995604894], [7.651515967022702, 47.57293722825026], [7.651535325612309, 47.57295590872112], [7.651575044526131, 47.57300448296061], [7.651594828823453, 47.57303323558328], [7.651607820215593, 47.5730682242726], [7.65161511522979, 47.57309450849273], [7.651615444864056, 47.573110480695625], [7.65161619972412, 47.5731463911466], [7.651605010853185, 47.57318001207519], [7.651617313956622, 47.57318243584488]]], ""type"": ""Polygon""}";432;304;1;Hundeverbot
47.57365520761012, 7.651917070520819;"{""coordinates"": [[[7.651728104035675, 47.57401748653183], [7.65170029743418, 47.574059924725], [7.651710338431499, 47.57407490782284], [7.651933274433607, 47.5741884945002], [7.651946683482492, 47.5741882450804], [7.651982434251624, 47.574174841897374], [7.652005712687467, 47.574169924637424], [7.652018465823651, 47.574168507231725], [7.652035858763366, 47.57416081271197], [7.652069739118661, 47.57413834728818], [7.652088247228682, 47.57411376055784], [7.652154643747202, 47.57402028420986], [7.652400537069289, 47.57364782658669], [7.652490627736583, 47.57352091290873], [7.652010100335747, 47.5733040216043], [7.651937991950134, 47.57322540498648], [7.651923600713212, 47.573229235697326], [7.651905968931415, 47.57323031128019], [7.651891809724973, 47.57322902414831], [7.651876950016919, 47.57322206327559], [7.651856349809403, 47.57320867343192], [7.651815654475905, 47.57319186681818], [7.651766264469144, 47.57318097597931], [7.6517229519278, 47.573177691652695], [7.651682767907602, 47.573182387985405], [7.651641228132077, 47.573193697152895], [7.651600789850074, 47.57321126390262], [7.651571251042459, 47.57323254307944], [7.651533063709411, 47.573267985155454], [7.651487534009004, 47.57333849807655], [7.651478886340744, 47.57336618749661], [7.651477204311221, 47.573400924227705], [7.651487572097307, 47.5734378783499], [7.65149899570565, 47.57345966716815], [7.651514542395969, 47.57347890322709], [7.651533599791171, 47.57350530983057], [7.651546299572585, 47.57352384059116], [7.651561297130452, 47.57356861974377], [7.651562154924763, 47.57361699526271], [7.651561008697823, 47.57363946361109], [7.651553038051697, 47.57368359226988], [7.651534109316306, 47.57372600519161], [7.651515848827659, 47.57375937822368], [7.651517600088821, 47.573765265890394], [7.65147082500508, 47.57383021397246], [7.651484837092911, 47.573847869949255], [7.651505704973066, 47.57383839739459], [7.65160408990505, 47.57391068858212], [7.651719799325344, 47.574001313088495], [7.651728104035675, 47.57401748653183]]], ""type"": ""Polygon""}";442;309;1;Hundeverbot
47.574095282302906, 7.651546972379111;"{""coordinates"": [[[7.651488557444981, 47.57417373166533], [7.651538089183731, 47.57414004062133], [7.651843790027064, 47.57428817369531], [7.651861664854766, 47.57428464239931], [7.651874381075263, 47.574270669881265], [7.65189364022969, 47.57425106431352], [7.651903304665962, 47.57423502883486], [7.65191153829253, 47.57422677552248], [7.651612081282985, 47.57407461101655], [7.651641988836159, 47.574032420822945], [7.6516302115466, 47.574018619070785], [7.65159043766116, 47.57398975015138], [7.651497307646538, 47.57392212606364], [7.651427673807455, 47.57393403514886], [7.651359857133889, 47.573968353156715], [7.651312987498983, 47.57400970188914], [7.651280164509698, 47.574084049780595], [7.651283814328924, 47.57411942430298], [7.651462014748807, 47.574169975876586], [7.651488557444981, 47.57417373166533]]], ""type"": ""Polygon""}";444;310;1;Hundeverbot
47.57642836793503, 7.655763491656232;"{""coordinates"": [[[7.65493474579568, 47.57600235124394], [7.655408667508823, 47.57706950572201], [7.655540485311128, 47.57736893867971], [7.65585052882287, 47.57721544076357], [7.655888524720633, 47.577178693588415], [7.656429418970541, 47.57704119437157], [7.656839974372678, 47.57694181849547], [7.656735160057393, 47.57675985685885], [7.656597422517964, 47.57656114758536], [7.656458005788501, 47.5763773348261], [7.65636408141133, 47.57626422610207], [7.656275839126046, 47.576155954269325], [7.656199039298655, 47.57605385762523], [7.656115186529188, 47.575975589397295], [7.65590424900679, 47.57580334055983], [7.655794977834673, 47.57587332656113], [7.655613816165382, 47.57572792174835], [7.655652023059798, 47.57570077949661], [7.655667517618064, 47.57566426319964], [7.655637806734386, 47.57563016956601], [7.655143727535329, 47.57532419815437], [7.655093719518056, 47.57533196280253], [7.654855934107078, 47.57534478917105], [7.654826391959922, 47.57536194106366], [7.654825097560376, 47.57537048747456], [7.654826884215495, 47.5753784435717], [7.654873349987199, 47.57545411109538], [7.654906216997762, 47.57545713485387], [7.655022289571569, 47.57551059342418], [7.655040514052375, 47.575498202204514], [7.655069145286825, 47.575502196118514], [7.655083009145401, 47.57549277192634], [7.65534725570015, 47.57562013443213], [7.65493474579568, 47.57600235124394]]], ""type"": ""Polygon""}";450;315;1;Hundeverbot
47.58347554073766, 7.649855957087307;"{""coordinates"": [[[7.649700039810114, 47.583315573276224], [7.649613822416939, 47.583365725349964], [7.649495104885953, 47.58343287130286], [7.649570590428536, 47.5835191726279], [7.649436768088315, 47.58356855642366], [7.649386419947516, 47.583505943778775], [7.649381418641168, 47.583508489046494], [7.649375137695923, 47.58350341899873], [7.649066362832203, 47.58364886549982], [7.649192092282097, 47.583771518539855], [7.64929500626709, 47.58382217350562], [7.649717793503356, 47.58368668255021], [7.649797065101807, 47.58377890367828], [7.649805801528926, 47.58377296100653], [7.649817147626167, 47.583791575289155], [7.649714619117294, 47.58383498479212], [7.649823132965698, 47.5840373072258], [7.650578120040208, 47.583660557557735], [7.650409130941699, 47.58336682632764], [7.650382683391383, 47.58333128651739], [7.650353743582427, 47.583297442042635], [7.650307237202317, 47.58325515747537], [7.650283372773184, 47.583237411403864], [7.650243197959949, 47.583212904763904], [7.650155381939576, 47.58317494023503], [7.649992305722227, 47.583114223445335], [7.649459266736288, 47.582921970224135], [7.649235979462802, 47.58283170929342], [7.649224707420534, 47.582831729686944], [7.649148620112094, 47.582912360612106], [7.649544249056807, 47.583191293423845], [7.649700039810114, 47.583315573276224]]], ""type"": ""Polygon""}";456;318;1;Hundeverbot
47.5741996589546, 7.6293921177666535;"{""coordinates"": [[[7.6295965263182, 47.57445469528481], [7.629782919107594, 47.57430463556929], [7.629386263377536, 47.57408112740041], [7.629498226153977, 47.57387445784658], [7.629447347628581, 47.573866168111834], [7.629354482649153, 47.57403187606499], [7.629249941040607, 47.57400972491953], [7.629193626741587, 47.57402005191191], [7.629123649969489, 47.57405643795429], [7.629012386764392, 47.574076154212285], [7.628961640928985, 47.57410879431872], [7.6295965263182, 47.57445469528481]]], ""type"": ""Polygon""}";460;320;1;Hundeverbot
47.57350721389366, 7.657454529291035;"{""coordinates"": [[[7.657821736185215, 47.5736396572324], [7.657786025965919, 47.57321329729474], [7.657632490485089, 47.57321478252305], [7.657568145193615, 47.573196790298375], [7.657527131799806, 47.573206526690875], [7.657473569393629, 47.573209046743], [7.657393244102211, 47.573209197782866], [7.65730392996123, 47.57319849227789], [7.657211163126053, 47.5732143695692], [7.657152267964798, 47.573219309801026], [7.657086255849038, 47.57322910197388], [7.657089440157731, 47.573256976460875], [7.657147682690129, 47.57383181619385], [7.657672436633961, 47.57380544038303], [7.657720574149868, 47.57378602230483], [7.657814872619857, 47.57370610660256], [7.657821736185215, 47.5736396572324]]], ""type"": ""Polygon""}";462;321;1;Hundeverbot
47.58303860032871, 7.650794409882845;"{""coordinates"": [[[7.650429950843744, 47.58325399891563], [7.650437637558281, 47.58326157558094], [7.650447127402464, 47.58325794285999], [7.65043531529582, 47.583249195531984], [7.650498176261453, 47.583205677712925], [7.650616676094375, 47.58314105833952], [7.650853897278488, 47.58301759275173], [7.650947813970199, 47.582968594878636], [7.651040658920709, 47.58292088497804], [7.651077237133219, 47.58290344246274], [7.651199029256782, 47.58284476128779], [7.651167421203105, 47.58281187521096], [7.651157589886951, 47.58283650882322], [7.650899022157875, 47.5829666243169], [7.650756560318007, 47.58304224193787], [7.650469730054383, 47.58319902920614], [7.650382406827895, 47.583251657125494], [7.650414771523227, 47.583291026465375], [7.650415142928309, 47.583264071780484], [7.650429950843744, 47.58325399891563]]], ""type"": ""Polygon""}";474;327;2;Leinenpflicht
47.566142220737795, 7.5818677646300365;"{""coordinates"": [[[7.58196965584772, 47.56604882918994], [7.582045098730856, 47.565981328636965], [7.582059353597155, 47.565970113946086], [7.58213702699558, 47.56591187410147], [7.58214684718451, 47.56590202290577], [7.582127397700347, 47.56588890704021], [7.582017213463183, 47.565969077528955], [7.581925566423451, 47.56605429758199], [7.581879702868162, 47.56610184067499], [7.581794419361567, 47.566191585628495], [7.581720185709445, 47.56627419394708], [7.581630530110633, 47.56637399909585], [7.581603843516125, 47.56640748838364], [7.581617896808256, 47.56641025020751], [7.58163397831794, 47.56641117482765], [7.58165518218056, 47.56638467136918], [7.581800578747306, 47.56622389243707], [7.581969655823588, 47.566048820196286], [7.58196965584772, 47.56604882918994]]], ""type"": ""Polygon""}";486;334;2;Leinenpflicht
47.55589613936589, 7.60916563585439;"{""coordinates"": [[[7.609456428969677, 47.55599965382421], [7.609476495794862, 47.556009571467875], [7.609511670844526, 47.55596207788082], [7.609478919586699, 47.55594496587016], [7.609492665337592, 47.5559143220167], [7.608832521635045, 47.55579030255742], [7.608825193207556, 47.555808642511614], [7.608886796610859, 47.55582855455752], [7.608874525872384, 47.555838564540885], [7.608842525815125, 47.55584028414641], [7.608810509783043, 47.555836994252466], [7.608800739418564, 47.55586033829291], [7.608800792552874, 47.55587700361788], [7.608840171569412, 47.555876946076545], [7.60891652223751, 47.55588849935571], [7.609074187264681, 47.55591826286152], [7.609273708097511, 47.5559579658761], [7.609416280263238, 47.55598756215949], [7.609456428969677, 47.55599965382421]]], ""type"": ""Polygon""}";492;381;2;Leinenpflicht
47.555757951312685, 7.608403994983233;"{""coordinates"": [[[7.607985399907067, 47.55570488268089], [7.607985436918897, 47.555716547509924], [7.608216966808403, 47.55575786964185], [7.608418962867614, 47.55579924336137], [7.608635746262917, 47.55584058615165], [7.608763546635105, 47.555866868121186], [7.608800792552874, 47.55587700361788], [7.608800739418564, 47.55586033829291], [7.608810509783043, 47.555836994252466], [7.608608473515454, 47.555778964865226], [7.608285726433088, 47.55570111792829], [7.607992543486468, 47.55562820064558], [7.607985246523599, 47.55565654154241], [7.608773958810529, 47.55585313745586], [7.607985399907067, 47.55570488268089]]], ""type"": ""Polygon""}";494;382;2;Leinenpflicht
47.55560589566326, 7.607459599641972;"{""coordinates"": [[[7.607956046709721, 47.55571171563202], [7.607985386592802, 47.55570487370655], [7.607342467430057, 47.55557666559856], [7.606852250119746, 47.555484064551784], [7.606853519842281, 47.55549490017715], [7.607016103643207, 47.55552215912138], [7.607312941234999, 47.55557920862273], [7.607956046709721, 47.55571171563202]]], ""type"": ""Polygon""}";500;389;2;Leinenpflicht
47.555478156086494, 7.606783475942799;"{""coordinates"": [[[7.606852236805731, 47.555484055577296], [7.606709384904854, 47.55546177744582], [7.606708188847925, 47.55547010737685], [7.606853506556608, 47.555494900196344], [7.606852236805731, 47.555484055577296]]], ""type"": ""Polygon""}";502;390;2;Leinenpflicht
