id_angebot;name;kategorie;beschreibu;strassenr;plz;ort;link;zustaendig;bemerkung;baselinfo;geo_point_2d;geo_shape
2;Wasgenring Schulhaus;Schulsportanlage;Fussball, Mehrzweckplatz, Spielwiese;Welschmattstrasse 30;4055;Basel;;ED;nicht STG;nein;47.56248736921214, 7.561629801317986;"{""coordinates"": [7.561629801317986, 47.56248736921214], ""type"": ""Point""}"
6;Pruntrutermatte;Spezialsportanlage;Finnenbahn;Hans Huber-Strasse 29;4053;Basel;https://www.jfs.bs.ch/fuer-sportlerinnen-und-sportler/sportanlagen/sportanlagen-sportzentren/sportplatz-pruntrutermatte.html;Sportamt BS;;nein;47.54467359819365, 7.5782165235555405;"{""coordinates"": [7.578216523555541, 47.54467359819365], ""type"": ""Point""}"
7;Im Rheinacker;Tischtennistisch;Tischtennistisch;Landauerstrasse 45;4058;Basel;;Privat;;nein;47.56353851232398, 7.625692695059065;"{""coordinates"": [7.625692695059065, 47.56353851232398], ""type"": ""Point""}"
55;Spielplatz Andreas Heusler-Strasse;Tischtennistisch;Tischtennistisch;Andreas Heusler-Strasse;4052;Basel;;Stadtgärtnerei;Adresse geändert;nein;47.546158312862836, 7.602255767335637;"{""coordinates"": [7.602255767335637, 47.546158312862836], ""type"": ""Point""}"
173;Bärenfelserstrasse;Tischtennistisch;Tischtennistisch;Bärenfelserstrasse;4057;Basel;;Stadtgärtnerei;i.O.;nein;47.568198943315565, 7.5876731108524655;"{""coordinates"": [7.587673110852466, 47.568198943315565], ""type"": ""Point""}"
11;Holbein;Sporthalle;2 1-fach Sporthallen;Kanonengasse 9;4051;Basel;;Sportamt BS;;nein;47.553700164532756, 7.587323243582451;"{""coordinates"": [7.587323243582451, 47.553700164532756], ""type"": ""Point""}"
12;Gymnasium Bäumlihof;Sporthalle;1 Doppel-Sporthalle, 6 1-fach Sporthallen;Zu den drei Linden 80;4058;Basel;;Sportamt BS;;nein;47.566054464035346, 7.625997584446528;"{""coordinates"": [7.625997584446528, 47.566054464035346], ""type"": ""Point""}"
18;Benkenanlage;Tischtennistisch;Tischtennistisch;Benkenstrasse / Aescherstrasse;4054;Basel;;Stadtgärtnerei;i.O.;nein;47.54840253502929, 7.573605307990129;"{""coordinates"": [7.573605307990129, 47.54840253502929], ""type"": ""Point""}"
21;Gymnasium Bäumlihof;Sportplatz;"""Fussball, Leichtathletik, Beachvolleyball, Mehrzweckplatz, Tischtennis, Judo""";Zu den drei Linden 80;4058;Basel;https://www.jfs.bs.ch/fuer-sportlerinnen-und-sportler/sportanlagen/sportanlagen-sportzentren/sportplatz-gymnasium-bauemlihof.html;Sportamt BS;Gleichzeitig auch Schulsportanlage.;ja;47.56785996475507, 7.627990608654829;"{""coordinates"": [7.627990608654829, 47.56785996475507], ""type"": ""Point""}"
95;Christoph-Merian-Park;Tischtennistisch;Tischtennistisch;Christoph-Merian-Park;4052;Basel;;Stadtgärtnerei;Adresse geändert;nein;47.549460987733646, 7.611904788381474;"{""coordinates"": [7.611904788381474, 47.549460987733646], ""type"": ""Point""}"
175;Christoph Merian-Park;Tischtennistisch;Tischtennistisch;St. Jakobs-Strasse 71;4052;Basel;;;Angebot löschen, doppelt;nein;47.547030806150865, 7.599538621304083;"{""coordinates"": [7.599538621304083, 47.547030806150865], ""type"": ""Point""}"
31;Wasgenring Schulhaus;Tischtennistisch;Tischtennistisch;Welschmattstrasse 30;4055;Basel;;ED;nicht STG;nein;47.56157006412537, 7.561920143915131;"{""coordinates"": [7.561920143915131, 47.56157006412537], ""type"": ""Point""}"
33;St. Johann/Pestalozzi;Schulsportanlage;Mehrzweckplatz, Basketball;Spitalstrasse 50;4056;Basel;;ED;nicht STG;nein;47.56512294321603, 7.581178985706658;"{""coordinates"": [7.581178985706658, 47.56512294321603], ""type"": ""Point""}"
39;Eishalle St. Jakob-Arena;Kunsteisbahn;Eishockey, Eislauf;Mittlere Allee 18;4052;Basel;https://www.jfs.bs.ch/fuer-sportlerinnen-und-sportler/sportanlagen/eishalle-st-jakob-arena.html;Sportamt BS;;ja;47.53831925556603, 7.618872326486276;"{""coordinates"": [7.618872326486276, 47.53831925556603], ""type"": ""Point""}"
44;Lange Erlen;Tischtennistisch;Tischtennistisch;;4058;Basel;;Erlenverein;nicht STG;nein;47.5737472366239, 7.605212124511427;"{""coordinates"": [7.605212124511427, 47.5737472366239], ""type"": ""Point""}"
46;Bläsischulhaus;Hallenbad;Schwimmen, Schulschwimmbad (8x16m);Müllheimerstrasse 94;4057;Basel;;Sportamt BS;;nein;47.567982741015165, 7.592514035917431;"{""coordinates"": [7.592514035917431, 47.567982741015165], ""type"": ""Point""}"
49;Robispielplatz Horburg;Tischtennistisch;Tischtennistisch;Wiesenschanzweg 49;4057;Basel;;Robi-Spielaktion;Robi Spielaktion ergänzt, nicht STG;nein;47.57335755815985, 7.5946727062948725;"{""coordinates"": [7.594672706294872, 47.57335755815985], ""type"": ""Point""}"
52;Rittergasse;Sporthalle;2 1-fach Sporthallen;Rittergasse 5;4051;Basel;;Sportamt BS;;nein;47.55590583188548, 7.593235067983813;"{""coordinates"": [7.593235067983813, 47.55590583188548], ""type"": ""Point""}"
54;Dreirosenschulhaus;Tischtennistisch;Tischtennistische;Breisacherstrasse 134;4057;Basel;;ED;nicht STG;nein;47.569975867738336, 7.58952954292945;"{""coordinates"": [7.58952954292945, 47.569975867738336], ""type"": ""Point""}"
10;Erlenmatt;Tischtennistisch;6 Tischtennistische;Erlkönigweg;4058;Basel;;Stadtgärtnerei;Name geändert, Adresse ergänzt, Stk erweitert;nein;47.570519498976665, 7.601453082438038;"{""coordinates"": [7.601453082438038, 47.570519498976665], ""type"": ""Point""}"
29;Falkensteineranlage;Tischtennistisch;Tischtennistisch;Falkensteinerstrasse;4053;Basel;;Stadtgärtnerei;Adresse ergänzt;nein;47.538853346945025, 7.601447116215113;"{""coordinates"": [7.601447116215113, 47.538853346945025], ""type"": ""Point""}"
88;Giessliweg;Tischtennistisch;2 Tischtennistische;Giessliweg / Gärtner- / Kleinhüningerstrasse;4057;Basel;;Stadtgärtnerei;Name geändert, Stk erweitert;nein;47.579329399090355, 7.591723058729084;"{""coordinates"": [7.591723058729084, 47.579329399090355], ""type"": ""Point""}"
63;Theodorskirchplatz;SkateAnlage;Skaten;Theodorskirchplatz;4058;Basel;;Stadtgärtnerei;i.O.;nein;47.55867260936395, 7.5970921845977735;"{""coordinates"": [7.597092184597773, 47.55867260936395], ""type"": ""Point""}"
75;Kegelcenter Bläsi;Spezialsportanlage;Kegeln;Amerbachstrasse 72;4057;Basel;;Privat;;nein;47.56919415144354, 7.59457468926966;"{""coordinates"": [7.59457468926966, 47.56919415144354], ""type"": ""Point""}"
83;Gymnasium Leonhard;Sporthalle;Dreifach-Sporthalle, 1-fach Sporthalle;Leonhardsstrasse 15;4051;Basel;;Sportamt BS;;ja;47.55422429205137, 7.586780000747333;"{""coordinates"": [7.586780000747333, 47.55422429205137], ""type"": ""Point""}"
87;Hirzbrunnen-Schulhaus;Tischtennistisch;Tischtennistisch;Zu den drei Linden 70;4058;Basel;;ED;nicht STG;nein;47.56697513354573, 7.6250554667634844;"{""coordinates"": [7.625055466763484, 47.56697513354573], ""type"": ""Point""}"
91;Gotthelf;Schulsportanlage;Fussball, Ringen, Spielwiese;Gotthelfplatz 1;4054;Basel;;ED;nicht STG;nein;47.554389503843254, 7.568202089453799;"{""coordinates"": [7.568202089453799, 47.554389503843254], ""type"": ""Point""}"
119;Spielplatz Reservoir 2;Tischtennistisch;Tischtennistisch;Jakobsbergerweglein 105;4059;Basel;;Stadtgärtnerei;Adresse korrigiert;nein;47.52986075754934, 7.5977677597386455;"{""coordinates"": [7.597767759738645, 47.52986075754934], ""type"": ""Point""}"
99;St. Johann-Schulhaus;Hallenbad;Schwimmen, Schulschwimmbad (9x20m);Spitalstrasse 52;4056;Basel;;Sportamt BS;;nein;47.56563108734674, 7.58021933444351;"{""coordinates"": [7.58021933444351, 47.56563108734674], ""type"": ""Point""}"
107;Sportplatz Landauer;Spezialsportanlage;Mehrzweckplatz, Basketball;Landauerstrasse 42;4058;Basel;;Verein Landauer;;nein;47.56440581572085, 7.629930480872573;"{""coordinates"": [7.629930480872573, 47.56440581572085], ""type"": ""Point""}"
116;Vogelsangschulhaus;Sporthalle;3 1-fach Sporthallen;Schwarzwaldallee 107;4058;Basel;;Sportamt BS;;nein;47.56319457406433, 7.609248002960833;"{""coordinates"": [7.609248002960833, 47.56319457406433], ""type"": ""Point""}"
117;Sportplatz Buschweilerhof;Sportplatz;Fussball;Buschweilerweg 45;4055;Basel;;Sportamt BS;;ja;47.559333340248266, 7.562502126421147;"{""coordinates"": [7.562502126421147, 47.559333340248266], ""type"": ""Point""}"
121;Sportzentrum Schützenmatte;Spezialsportanlage;Sandplatz, Hammerwurf-Anlage;General Guisan-Strasse 29;4054;Basel;;Sportamt BS;;nein;47.55102008872253, 7.569490767788778;"{""coordinates"": [7.569490767788778, 47.55102008872253], ""type"": ""Point""}"
122;Bläsi-Schulhaus;Sporthalle;2 1-fach Sporthallen;Müllheimerstrasse 94;4057;Basel;;Sportamt BS;;nein;47.56799443277832, 7.5925140696143165;"{""coordinates"": [7.592514069614317, 47.56799443277832], ""type"": ""Point""}"
123;Hallenbad Rialto;Hallenbad;Schwimmen, Sauna (6x10m/10x25m);Birsigstrasse 45;4054;Basel;https://www.jfs.bs.ch/fuer-sportlerinnen-und-sportler/sportanlagen/hallenbaeder/hallenbad-rialto.html;Sportamt BS;;ja;47.55011210734904, 7.583394365078915;"{""coordinates"": [7.583394365078915, 47.55011210734904], ""type"": ""Point""}"
127;Wasgenring Schulareal;Tischtennistisch;Tischtennistisch;Badweglein;4055;Basel;;ED;nicht STG;nein;47.56314766800158, 7.559929040919731;"{""coordinates"": [7.559929040919731, 47.56314766800158], ""type"": ""Point""}"
128;Messeplatz;SkateAnlage;Skaten;Messeplatz;4058;Basel;;;Angebot löschen, wurde abgebaut;nein;47.563962210684224, 7.600728957182247;"{""coordinates"": [7.600728957182247, 47.563962210684224], ""type"": ""Point""}"
129;Schulareal Gotthelf/Gottfried Keller;Tischtennistisch;Tischtennistisch;Gottfried Keller-Strasse 8;4054;Basel;;ED;evtl doppelt? Sonst nicht STG;nein;47.5546124048179, 7.566784933878726;"{""coordinates"": [7.566784933878726, 47.5546124048179], ""type"": ""Point""}"
137;Christoph Merian-Schulhaus;Schulsportanlage;Fussball, Leichtathletik, Spielwiese;Emanuel Büchel-Strasse 45;4052;Basel;;ED;nicht STG;nein;47.54873852118757, 7.613107704357677;"{""coordinates"": [7.613107704357677, 47.54873852118757], ""type"": ""Point""}"
139;Bruderholzschulhaus;Sporthalle;1-fach Sporthalle;Fritz Hauser-Strasse 20;4059;Basel;;Sportamt BS;;nein;47.53196201055297, 7.596889714810439;"{""coordinates"": [7.596889714810439, 47.53196201055297], ""type"": ""Point""}"
142;Isaak Iselin-Schulhaus;Sporthalle;2 1-fach Sporthallen;Strassburgerallee 65;4055;Basel;;Sportamt BS;;nein;47.56277424796482, 7.570701866872943;"{""coordinates"": [7.570701866872943, 47.56277424796482], ""type"": ""Point""}"
213;Liesbergeranlage;Tischtennistisch;Tischtennistisch;Liesbergerstrasse / Güterstrasse;4053;Basel;;Stadtgärtnerei;i.O.;nein;47.542204013580466, 7.595793449341513;"{""coordinates"": [7.595793449341513, 47.542204013580466], ""type"": ""Point""}"
146;Breitematte;SkateAnlage;Skaten;Zürcherstrasse;4052;Basel;;Stadtgärtnerei;i.O.;nein;47.55400145472425, 7.610529482479979;"{""coordinates"": [7.610529482479979, 47.55400145472425], ""type"": ""Point""}"
149;St. Johann-Schulhaus;Tischtennistisch;Tischtennistisch;Spitalstrasse;4056;Basel;;ED;nicht STG;nein;47.56498046628372, 7.581413140499805;"{""coordinates"": [7.581413140499805, 47.56498046628372], ""type"": ""Point""}"
151;Beachvolleyball Gartenbad Eglisee;Spezialsportanlage;Beachvolleyball;Egliseestrasse 85;4058;Basel;;Sportamt BS;;nein;47.571437353307026, 7.6129808658242055;"{""coordinates"": [7.612980865824206, 47.571437353307026], ""type"": ""Point""}"
25;Margarethenpark;Tischtennistisch;Tischtennistisch;Margarethenpark;4053;Basel;;Stadtgärtnerei;Adresse ergänzt;nein;47.54148071074948, 7.586252561339419;"{""coordinates"": [7.586252561339419, 47.54148071074948], ""type"": ""Point""}"
157;Gartenbad St. Jakob;Gartenbad;Schwimmen, Beachvolleyball;St. Jakobs-Strasse 400;4052;Basel;https://www.jfs.bs.ch/fuer-sportlerinnen-und-sportler/sportanlagen/gartenbaeder/gartenbad-st-jakob.html;Sportamt BS;;ja;47.539257364316825, 7.620052250869072;"{""coordinates"": [7.620052250869072, 47.539257364316825], ""type"": ""Point""}"
158;Margarethenschulhaus;Tischtennistisch;Tischtennistische;Sempacherstrasse 60;4053;Basel;;ED;nicht STG;nein;47.54341536263652, 7.586394452556402;"{""coordinates"": [7.586394452556402, 47.54341536263652], ""type"": ""Point""}"
159;Rittergasse;Hallenbad;Schwimmen, Schulschwimmbad (10x20m);Rittergasse 5;4051;Basel;;Sportamt BS;;nein;47.55590583188548, 7.593235067983813;"{""coordinates"": [7.593235067983813, 47.55590583188548], ""type"": ""Point""}"
160;Rheinbad Breite;Gartenbad;Schwimmen;St. Alban-Reinweg 195;4052;Basel;http://rheinbad-breite.ch/;Verein Rheinbad Breite;;ja;47.55627733581188, 7.610763470874352;"{""coordinates"": [7.610763470874352, 47.55627733581188], ""type"": ""Point""}"
161;Casino Tennis-Club Basel;Spezialsportanlage;Tennisplatz;Emanuel Büchel-Strasse;4052;Basel;https://casino-tc.ch/;Verein Casino-TC Basel;;nein;47.5481088244895, 7.612595544628055;"{""coordinates"": [7.612595544628055, 47.5481088244895], ""type"": ""Point""}"
165;Beachvolleyball Gartenbad Bachgraben;Spezialsportanlage;Beachvolleyball;Belforterstrasse 135;4055;Basel;;Sportamt BS;;nein;47.56136775796632, 7.556469405404851;"{""coordinates"": [7.556469405404851, 47.56136775796632], ""type"": ""Point""}"
172;Sekundarschule Vogesen;Sporthalle;1-fach Sporthalle;St. Johanns-Ring 17;4056;Basel;;Sportamt BS;;nein;47.565719225217485, 7.580441748154853;"{""coordinates"": [7.580441748154853, 47.565719225217485], ""type"": ""Point""}"
177;Primarschule Kleinhüningen;Sporthalle;1-fach Sporthalle, Gymnastikhalle;Dorfstrasse 51;4057;Basel;;Sportamt BS;;nein;47.584437277271185, 7.592525317591605;"{""coordinates"": [7.592525317591605, 47.584437277271185], ""type"": ""Point""}"
178;Primarschule Kleinhüningen;Spezialsportanlage;Mehrzweckplatz, Basketball;Dorfstrasse 51;4057;Basel;;ED;nicht STG;nein;47.584216169540426, 7.592080962336907;"{""coordinates"": [7.592080962336907, 47.584216169540426], ""type"": ""Point""}"
202;Kinderspielplatz Riehenring 201;Tischtennistisch;Tischtennistisch;Riehenring / Eimeldingerweg /Horburgstrasse;4058;Basel;;Stadtgärtnerei;i.O.;nein;47.57114912007386, 7.597035131166828;"{""coordinates"": [7.597035131166828, 47.57114912007386], ""type"": ""Point""}"
185;Sekundarschule St. Alban;Sporthalle;2 1-fach Sporthallen;Engelgasse 40;4052;Basel;;Sportamt BS;;nein;47.54956622529811, 7.600456763901411;"{""coordinates"": [7.600456763901411, 47.54956622529811], ""type"": ""Point""}"
189;Sekundarschule St. Alban;Tischtennistisch;Tischtennistisch;Engelgasse 20;4052;Basel;;ED;nicht STG;nein;47.549429991556, 7.6007645447645835;"{""coordinates"": [7.600764544764584, 47.549429991556], ""type"": ""Point""}"
195;Hakoah TC Basel;Spezialsportanlage;Tennisplatz;In den Ziegelhöfen 145;4054;Basel;http://www.tchakoahbs.ch/;Privat;;nein;47.54475553764172, 7.558388356488944;"{""coordinates"": [7.558388356488944, 47.54475553764172], ""type"": ""Point""}"
198;Gellertschulhaus;Schulsportanlage;Fussball, Spielwiese;Emanuel Büchel-Strasse 15;4052;Basel;;ED;nicht STG;nein;47.54903497855832, 7.61410989754779;"{""coordinates"": [7.61410989754779, 47.54903497855832], ""type"": ""Point""}"
199;Neubad Schulhaus;Sporthalle;2 1-fach Sporthallen;Marschalkenstrasse 120;4054;Basel;;Sportamt BS;;nein;47.54677232275417, 7.570064449903686;"{""coordinates"": [7.570064449903686, 47.54677232275417], ""type"": ""Point""}"
200;Neubad Schulhaus;Tischtennistisch;Tischtennistisch;Marschalkenstrasse 120;4054;Basel;;ED;nicht STG;nein;47.547307085301966, 7.5690284423894205;"{""coordinates"": [7.569028442389421, 47.547307085301966], ""type"": ""Point""}"
203;Kinderspielplatz Roggenburgerstrasse;Tischtennistisch;Tischtennistisch;Roggenburgerstrasse;4055;Basel;;Stadtgärtnerei;i.O.;nein;47.563976032261785, 7.5589303449493235;"{""coordinates"": [7.558930344949323, 47.563976032261785], ""type"": ""Point""}"
205;TC Rankhof;Spezialsportanlage;Tennisplatz;Grenzacherstrasse 419;4052;Basel;https://www.tcrankhof.ch/;Privat/Sportamt BS;;nein;47.56150364715199, 7.6218689307402325;"{""coordinates"": [7.621868930740233, 47.56150364715199], ""type"": ""Point""}"
182;Steinbühlmätteli;Tischtennistisch;2 Tischtennistische;Steinbühlplatz;4054;Basel;;Stadtgärtnerei;Stk erweitert;nein;47.54841130506384, 7.558491917161752;"{""coordinates"": [7.558491917161752, 47.54841130506384], ""type"": ""Point""}"
216;Richter Linder-Schulhaus;Tischtennistisch;Tischtennistisch;Hammerstrasse 27;4058;Basel;;ED;nicht STG;nein;47.5604291659583, 7.597032026108261;"{""coordinates"": [7.597032026108261, 47.5604291659583], ""type"": ""Point""}"
218;Finnenbahn Lange Erlen;Spezialsportanlage;Finnenbahn;Freiburgerstrasse;4057;Basel;;Sportamt BS;;nein;47.57631066080995, 7.6039799491792675;"{""coordinates"": [7.603979949179267, 47.57631066080995], ""type"": ""Point""}"
224;Voltamatte;Tischtennistisch;2 Tischtennistische;Voltamatte;4056;Basel;;Stadtgärtnerei;Name geändert, Stk erweitert;nein;47.571277792738556, 7.578642596739238;"{""coordinates"": [7.578642596739238, 47.571277792738556], ""type"": ""Point""}"
233;Gartenbad Bettingen;Gartenbad;Schwimmen;Brohegasse 15;4126;Bettingen;https://www.bettingen.bs.ch/kultur-und-freizeit/sport/gartenbad/gartenbad-bettingen.html;Gemeinde Bettingen;;ja;47.57115595282919, 7.663111629678094;"{""coordinates"": [7.663111629678094, 47.57115595282919], ""type"": ""Point""}"
215;Breitematte;Tischtennistisch;2 Tischtennistische;Zürcherstrasse;4052;Basel;;Stadtgärtnerei;Stk erweitert;nein;47.55386185283567, 7.611332529389526;"{""coordinates"": [7.611332529389526, 47.55386185283567], ""type"": ""Point""}"
235;Sportplatz Buschweilerhof;Spezialsportanlage;Pumptrack;Buschweilerweg 45;4055;Basel;https://www.jfs.bs.ch/fuer-sportlerinnen-und-sportler/sportangebote/kinder-jugendliche/pumptrack.html;Sportamt BS;;nein;47.558846766411925, 7.562599585753164;"{""coordinates"": [7.562599585753164, 47.558846766411925], ""type"": ""Point""}"
237;Andreasmatte;Tischtennistisch;Tischtennistisch;Keltenweg;4125;Riehen;;Gemeinde Riehen;;nein;47.573354207559404, 7.6380152597204845;"{""coordinates"": [7.638015259720484, 47.573354207559404], ""type"": ""Point""}"
239;Ausserberg;Spezialsportanlage;Finnenbahn;Ausserbergweg;4125;Riehen;;Gemeinde Riehen;;nein;47.56901396376941, 7.6529292377887606;"{""coordinates"": [7.652929237788761, 47.56901396376941], ""type"": ""Point""}"
246;Eisweiher;Spielwiese;Fussball, Spielwiese;Erlensträsschen 90;4125;Riehen;;Gemeinde Riehen;;nein;47.585871806326956, 7.642055411431422;"{""coordinates"": [7.642055411431422, 47.585871806326956], ""type"": ""Point""}"
248;Erlensträsschen-Schulhaus;Tischtennistisch;Tischtennistisch;Erlensträsschen 8;4125;Riehen;;Gemeinde Riehen;;nein;47.58555631416344, 7.648637171756;"{""coordinates"": [7.648637171756, 47.58555631416344], ""type"": ""Point""}"
249;Essiganlage;Tischtennistisch;Tischtennistisch;Essigstrasse;4125;Riehen;;Gemeinde Riehen;;nein;47.57686001032724, 7.63954754485993;"{""coordinates"": [7.63954754485993, 47.57686001032724], ""type"": ""Point""}"
253;Sportanlage Grendelmatte;Sportzentrum;Fussball, Leichtathletik, Beachvolley, Mehrzweckplatz;Grendelgasse 21;4125;Riehen;https://www.grendelmatte.ch/;Gemeinde Riehen;;ja;47.58048914432468, 7.638498927576976;"{""coordinates"": [7.638498927576976, 47.58048914432468], ""type"": ""Point""}"
254;Grendelmatte;Tischtennistisch;Tischtennistisch;Grendelgasse 21;4125;Riehen;https://www.grendelmatte.ch/;Gemeinde Riehen;;nein;47.58059427235473, 7.63740033656148;"{""coordinates"": [7.63740033656148, 47.58059427235473], ""type"": ""Point""}"
258;Hinter Gärten-Schulhaus;Tischtennistisch;Tischtennistisch;Steingrubenweg 30;4125;Riehen;;Gemeinde Riehen;;nein;47.58849160423269, 7.65745722432544;"{""coordinates"": [7.65745722432544, 47.58849160423269], ""type"": ""Point""}"
259;Hinter Gärten-Schulhaus;Tischtennistisch;Tischtennistisch;Steingrubenweg 30;4125;Riehen;;Gemeinde Riehen;;nein;47.588655736753694, 7.658174448442363;"{""coordinates"": [7.658174448442363, 47.588655736753694], ""type"": ""Point""}"
264;Naturbad Riehen;Spezialsportanlage;Beachvolleyball;Weilstrasse;4125;Riehen;;Gemeinde Riehen;;nein;47.59283662524251, 7.645040160989169;"{""coordinates"": [7.645040160989169, 47.59283662524251], ""type"": ""Point""}"
265;Naturbad Riehen;Tischtennistisch;Tischtennistisch;Weilstrasse;4125;Riehen;;Gemeinde Riehen;;nein;47.59283662524251, 7.645040160989169;"{""coordinates"": [7.645040160989169, 47.59283662524251], ""type"": ""Point""}"
268;Niederholz-Schulhaus;Tischtennistisch;Tischtennistisch;Langenlängenweg  14;4125;Riehen;;Gemeinde Riehen;;nein;47.571731625439334, 7.635442928819962;"{""coordinates"": [7.635442928819962, 47.571731625439334], ""type"": ""Point""}"
274;Schiesssstand;Spezialsportanlage;Schiesssport;Chrischonaweg 120;4125;Riehen;https://www.riehen.ch/kultur-und-freizeit/freizeit-und-sport/sportanlagen-riehen/schuetzenhaus-riehen;IG Schützen Riehen;;nein;47.58206350040066, 7.663017755687753;"{""coordinates"": [7.663017755687753, 47.58206350040066], ""type"": ""Point""}"
277;Spielplatz Hackberg;Tischtennistisch;Tischtennistisch;Bettingerstrasse;4125;Riehen;;Gemeinde Riehen;;nein;47.57513746618494, 7.6513325332664595;"{""coordinates"": [7.651332533266459, 47.57513746618494], ""type"": ""Point""}"
287;Wasserstelzen-Schulhaus;Tischtennistisch;Tischtennistisch;Wasserstelzenweg 15;4125;Riehen;;Gemeinde Riehen;;nein;47.57298479084839, 7.639454527745354;"{""coordinates"": [7.639454527745354, 47.57298479084839], ""type"": ""Point""}"
293;Wettsteinanlage;SkateAnlage;Skaten;Wettsteinanlage;4125;Riehen;;Gemeinde Riehen;;nein;47.58376623029867, 7.6507129707852926;"{""coordinates"": [7.650712970785293, 47.58376623029867], ""type"": ""Point""}"
297;St. Johannspark;Spezialsportanlage;Aktivspiel-Geräte;Elsässerstrasse;4056;Basel;;Stadtgärtnerei;i.O.;nein;47.568140122516056, 7.582081379384055;"{""coordinates"": [7.582081379384055, 47.568140122516056], ""type"": ""Point""}"
298;Dreirosenanlage;StreetWorkout_OutdoorFitness;Street Workout;Dreirosenanlage;4057;Basel;;Stadtgärtnerei;i.O.;nein;47.57030610837591, 7.586871392918482;"{""coordinates"": [7.586871392918482, 47.57030610837591], ""type"": ""Point""}"
1;Vogelsang Schulhaus;Schulsportanlage;Fussball, Spielwiese;Schwarzwaldallee 107;4058;Basel;;ED;nicht STG;nein;47.563818381851995, 7.607951113187509;"{""coordinates"": [7.607951113187509, 47.563818381851995], ""type"": ""Point""}"
4;Gottfried Keller;Schulsportanlage;Fussball, Spielwiese;Buchenstrasse 55;4054;Basel;;ED;nicht STG;nein;47.55574607830116, 7.567995461484206;"{""coordinates"": [7.567995461484206, 47.55574607830116], ""type"": ""Point""}"
5;Klingental;Sporthalle;1-fach Sporthalle;Kasernenstrasse 25;4058;Basel;;Sportamt BS;;nein;47.56289207614553, 7.591250200073387;"{""coordinates"": [7.591250200073387, 47.56289207614553], ""type"": ""Point""}"
14;Thiersteinerschulhaus;Tischtennistisch;Tischtennistische;Bärschwilerstrasse 11;4053;Basel;;ED;nicht STG;nein;47.54147744364315, 7.5956987343918785;"{""coordinates"": [7.595698734391878, 47.54147744364315], ""type"": ""Point""}"
15;Inselschulhaus;Tischtennistisch;Tischtennistische;Inselstrasse 45;4057;Basel;;ED;nicht STG;nein;47.57775246358767, 7.588947698727553;"{""coordinates"": [7.588947698727553, 47.57775246358767], ""type"": ""Point""}"
20;Beachsoccer Sportanlage St. Jakob;Spezialsportanlage;Beachsoccer;Grosse Allee 5;4052;Basel;;Sportamt BS;;nein;47.53649915481761, 7.615783663948894;"{""coordinates"": [7.615783663948894, 47.53649915481761], ""type"": ""Point""}"
22;Dreirosen;Sporthalle;Dreifach-Sporthalle;Klybeckstrasse 115;4057;Basel;;Sportamt BS;;ja;47.569830817187224, 7.589793590441187;"{""coordinates"": [7.589793590441187, 47.569830817187224], ""type"": ""Point""}"
23;Sekundarschule Drei Linden;Tischtennistisch;Tischtennistische;Zu den drei Linden 90;4058;Basel;;ED;nicht STG;nein;47.56849303490707, 7.626266483064033;"{""coordinates"": [7.626266483064033, 47.56849303490707], ""type"": ""Point""}"
27;Sportzentrum Rankhof;Spezialsportanlage;1 Kunstrasenfeld für Landhockey;Grenzacherstrasse 405;4058;Basel;;Sportamt BS;;nein;47.562060658979384, 7.619317141994136;"{""coordinates"": [7.619317141994136, 47.562060658979384], ""type"": ""Point""}"
35;Brunnmattschulhaus;Sporthalle;2 1-fach Sporthallen;Ingelsteinweg 6;4053;Basel;;Sportamt BS;;nein;47.53922424233913, 7.593133796003057;"{""coordinates"": [7.593133796003057, 47.53922424233913], ""type"": ""Point""}"
41;Gellertschulhaus;Sporthalle;2 1-fach Sporthallen;Emanuel Büchel-Strasse 15;4052;Basel;;Sportamt BS;;nein;47.54873852118757, 7.613107704357677;"{""coordinates"": [7.613107704357677, 47.54873852118757], ""type"": ""Point""}"
