geo_point_2d;geo_shape;id_begegnu;regime;regimenr;name;umdatum;umjahr
47.5602414183335, 7.58565003000486;"{""coordinates"": [[[7.585235231916756, 47.560495685048046], [7.585551920140602, 47.560333759159235], [7.585581946265737, 47.56031841400245], [7.585583246549834, 47.560317746828105], [7.585726848910833, 47.56024434784453], [7.585806645276841, 47.5602040092254], [7.585971823564788, 47.56012048274472], [7.586137614115871, 47.560037530848874], [7.586131196781865, 47.56002798763488], [7.58610401990197, 47.55998758623881], [7.586095254469171, 47.55997455642848], [7.585823390497775, 47.56011374507712], [7.585822245004593, 47.56011272123902], [7.58549852803216, 47.560278712905536], [7.585498621262863, 47.56027879373163], [7.58549950037288, 47.56027958407167], [7.585367122900326, 47.56034735656269], [7.585272493469801, 47.560395816876806], [7.585260998058106, 47.56038533566227], [7.585155342768573, 47.56042501388701], [7.585185068462229, 47.56045507850932], [7.58522569724678, 47.56048796243708], [7.585235231916756, 47.560495685048046]]], ""type"": ""Polygon""}";26;Begegnungszone;;Herbergsgasse;;2015
47.558130428654906, 7.58800038504885;"{""coordinates"": [[[7.587491903923962, 47.558631007518755], [7.587671078707058, 47.55868559534468], [7.587686066194706, 47.5586666533794], [7.587689679798646, 47.558661774158544], [7.587704901835854, 47.558641186038614], [7.587748164050028, 47.55858930884756], [7.587761910039704, 47.558573048590716], [7.587855535203119, 47.55848097690281], [7.58786148773053, 47.5584667771798], [7.587947668487627, 47.55835914679954], [7.587950035905052, 47.55836001615865], [7.587953067879598, 47.55835621692144], [7.587953518083331, 47.55835566772733], [7.587951203660764, 47.55835474433798], [7.587948237953484, 47.55835373184561], [7.588014343607829, 47.55826547263465], [7.588010301029005, 47.55826421869316], [7.58801588659842, 47.55825660284073], [7.588019822659437, 47.558257775975015], [7.588057275774711, 47.558205069688306], [7.588198450150265, 47.558022279954834], [7.588199787282715, 47.55802056943055], [7.588200199586521, 47.55802072179492], [7.588290533280689, 47.557911565871294], [7.588336791983405, 47.55785788585204], [7.588336153586996, 47.557857652834976], [7.58837055788341, 47.55781714585244], [7.588421263778887, 47.55775746126628], [7.588283656380667, 47.5577095935062], [7.588159626372384, 47.557665962200836], [7.588158924745496, 47.55766687146767], [7.588151463797576, 47.55766424587501], [7.588152165424557, 47.55766333660822], [7.588040783348072, 47.557624167828685], [7.588039182055973, 47.55762643630129], [7.588021851045181, 47.557652891088466], [7.587979673934075, 47.557726594794154], [7.587983088346431, 47.55772653645717], [7.587986489774316, 47.557726586061385], [7.587989891554296, 47.5577267615773], [7.587993280375009, 47.55772705402827], [7.587996629663989, 47.557727463448224], [7.587999952707503, 47.55772798982025], [7.588003236194179, 47.557728624167616], [7.588006453576717, 47.55772937551809], [7.588009618141363, 47.55773024385467], [7.588012716551601, 47.557731211206956], [7.58801573554635, 47.5577322865857], [7.588018661814239, 47.557733461014266], [7.588149858490933, 47.557778989948076], [7.588153303255472, 47.55778028062661], [7.588156655368895, 47.55778169733613], [7.588159901469434, 47.55778321311259], [7.588163028321207, 47.55778484596045], [7.588166022587596, 47.5577865779093], [7.588168897554876, 47.55778840894212], [7.588171626625357, 47.55779033009936], [7.588174209824217, 47.55779235037473], [7.588176647101094, 47.55779445178083], [7.588178925169716, 47.55779663433469], [7.588181030718653, 47.55779888905968], [7.588182977008951, 47.55780120694508], [7.588184750779527, 47.5578035970016], [7.588186338693752, 47.55780604125893], [7.588187740726409, 47.5578085307234], [7.588188970188919, 47.557811074371635], [7.588190000433197, 47.55781364525666], [7.588190844770661, 47.557816252355074], [7.588191489889833, 47.55781888669031], [7.588191949051771, 47.557821539251606], [7.588192208970177, 47.55782421005599], [7.588192269569481, 47.55782687212236], [7.588192130900013, 47.55782954343814], [7.588191792911376, 47.55783220601593], [7.588191268864625, 47.557834850844976], [7.588190545473465, 47.55783747794237], [7.588189635973774, 47.55784006930355], [7.588188527104431, 47.55784263393934], [7.588187232101322, 47.557845153845285], [7.588185750964416, 47.557847629021374], [7.588184096979964, 47.55785005945055], [7.588182256786133, 47.55785241816875], [7.587663923210977, 47.5585162975715], [7.587653209387489, 47.55852882154377], [7.587650784769003, 47.558531261943564], [7.587648266994659, 47.55853364850002], [7.58764562949157, 47.5585359812471], [7.587642885546176, 47.55853826016784], [7.587640035133374, 47.558540476268476], [7.587637078278262, 47.558542638542775], [7.587634041503531, 47.558544728969295], [7.587630898261398, 47.558546756575765], [7.587627661838297, 47.55854872134511], [7.587624345495587, 47.55855061426671], [7.587620935946828, 47.558552435357534], [7.587617446453392, 47.55855417560683], [7.587613877065443, 47.55855585300208], [7.587610227732829, 47.5585574495558], [7.587508786811984, 47.558605641634315], [7.587491903923962, 47.558631007518755]]], ""type"": ""Polygon""}";90;Begegnungszone;;Eisengasse / Marktplatz / Stadthausgasse;;2015
47.54714129036891, 7.560917293116623;"{""coordinates"": [[[7.559959282199573, 47.54699681586092], [7.559974365914684, 47.54707011730668], [7.559976143527795, 47.54706906318879], [7.559978014309462, 47.5470680899178], [7.559979951672141, 47.5470671885277], [7.559981968919803, 47.54706636799831], [7.559984066072857, 47.547065637323364], [7.55998621652336, 47.547064978543105], [7.559988420332508, 47.54706441863865], [7.559990664175946, 47.54706393963635], [7.559992948074073, 47.547063550529984], [7.559995272047312, 47.54706326031321], [7.559997609508105, 47.547063060019966], [7.559999960456472, 47.54706294965026], [7.560002311629251, 47.54706293821164], [7.560004663006052, 47.547063016710304], [7.560007001323712, 47.547063194153885], [7.560009326561832, 47.54706346154861], [7.560452631945238, 47.54712390543194], [7.560485186927012, 47.54712834134624], [7.560504719935087, 47.54713101008539], [7.560582851945999, 47.5471416670216], [7.560667521550171, 47.54715320745162], [7.56075220449529, 47.547164756799575], [7.560829991108577, 47.547175359967845], [7.560907791057102, 47.54718597206365], [7.560982920187745, 47.54719621816298], [7.561057172340809, 47.547206339220914], [7.561132261657679, 47.54721657627133], [7.561207337719885, 47.54722681328698], [7.561281589958539, 47.547236934200875], [7.56135666607834, 47.54724717111963], [7.561431755490083, 47.54725739898198], [7.561505994530688, 47.54726751976581], [7.561581163743106, 47.547277765434735], [7.561855677128564, 47.54731518674084], [7.561886918052893, 47.54722771642602], [7.561886559270882, 47.54722766284235], [7.561819110294788, 47.54721847048624], [7.561746186775445, 47.54720853738414], [7.561687122454471, 47.54720048730676], [7.561628656099925, 47.54719251751289], [7.561570163195719, 47.54718454771743], [7.561137446475038, 47.547125589961894], [7.561079817419332, 47.54711773593083], [7.561023025514239, 47.54710999791207], [7.560965316749737, 47.5471021259201], [7.560907621306493, 47.54709426287916], [7.56084997903522, 47.54708640874756], [7.560771634473663, 47.547075734226325], [7.56069414033881, 47.54706516668779], [7.560615782556369, 47.54705449207495], [7.560537424784956, 47.54704380841528], [7.560459213225784, 47.5470331515312], [7.560211808553704, 47.54699913429408], [7.560211729485893, 47.54699941318301], [7.56019219656141, 47.54699675338804], [7.559966425256738, 47.54696597782788], [7.559959282199573, 47.54699681586092]]], ""type"": ""Polygon""}";140;Begegnungszone;88;Göschenenstrasse;;2018
47.55648742025012, 7.5764034937310365;"{""coordinates"": [[[7.575767574985913, 47.55627249849157], [7.575745671344889, 47.55635206481419], [7.575787509130623, 47.55635738487955], [7.575922339029048, 47.55637453018476], [7.575968350010982, 47.556380384896194], [7.576059039668952, 47.55641130644622], [7.57616007499724, 47.556445759256384], [7.576261110456718, 47.55648021197798], [7.576361946596043, 47.556514601890385], [7.576563659124625, 47.55658338140352], [7.576690971383768, 47.556626787407], [7.576791236248454, 47.55666097076496], [7.577004811520348, 47.556733800620314], [7.57706087953537, 47.556662359829716], [7.577059111033014, 47.55666179532376], [7.576334585781173, 47.556414695847295], [7.576254268088211, 47.55638730580488], [7.576177035515023, 47.55636096433489], [7.576089417598724, 47.556331082529425], [7.576019113239381, 47.556307107133435], [7.576007251779347, 47.5563030559383], [7.575994107600319, 47.55630134462312], [7.575767574985913, 47.55627249849157]]], ""type"": ""Polygon""}";141;Begegnungszone;91;Heinrichsgasse;;2018
47.56042673637415, 7.603937868537562;"{""coordinates"": [[[7.604026978352113, 47.55991097710423], [7.603978751518254, 47.55990810461403], [7.603955962316626, 47.56009183382554], [7.603948430551083, 47.56015250719787], [7.603940989575883, 47.560212469935244], [7.603933859976491, 47.560270012916696], [7.603927469109387, 47.56032154703962], [7.60392032616593, 47.56037908104318], [7.60391287236943, 47.5604392146727], [7.603905340783798, 47.56049997797155], [7.603896434932206, 47.56057177851851], [7.603887528750225, 47.56064348013241], [7.603875122819091, 47.56074353492702], [7.603869717121465, 47.56078714416944], [7.60385071235872, 47.560940298266736], [7.603895700333127, 47.56095248390907], [7.603907835991311, 47.560855253532566], [7.603913320801745, 47.56081145530896], [7.603931808927, 47.56066316753202], [7.603953714752339, 47.560485834155685], [7.603955184418844, 47.56047557922339], [7.603969690267561, 47.56035862221968], [7.603987723262773, 47.56021363575262], [7.603995049371897, 47.560159501109894], [7.604004747512448, 47.56007759946488], [7.604016503584227, 47.559982348204514], [7.604024374545423, 47.559919686728634], [7.604024634791162, 47.55991791459495], [7.60402502793256, 47.5599161512663], [7.604025553997478, 47.55991440573638], [7.604026199726984, 47.55991268701779], [7.604026978352113, 47.55991097710423]]], ""type"": ""Polygon""}";32;Begegnungszone;11;Peter Rot-Strasse;;vor 2001
47.55939047805218, 7.584995844415495;"{""coordinates"": [[[7.584646772960387, 47.55921533964273], [7.584696722396405, 47.55946980847307], [7.584771257523358, 47.559458859643975], [7.584771134744748, 47.55945769061372], [7.584945944328223, 47.55945146355439], [7.584956191112937, 47.55952521721964], [7.58496418905738, 47.559558924652514], [7.58498233449806, 47.55962041894678], [7.5850413609322, 47.559613149857135], [7.585034618806117, 47.559586815706794], [7.58503453827247, 47.559586519015056], [7.585015507339271, 47.55951221877686], [7.585025208201227, 47.559503086960014], [7.585161263576972, 47.559493130867786], [7.585297265779642, 47.559483183676285], [7.585360817912342, 47.559478975589705], [7.585362465163942, 47.55947886559182], [7.58536178136728, 47.55947661802138], [7.585437429678909, 47.55946466006527], [7.585437777925489, 47.559465675917544], [7.585440128950067, 47.55946541213906], [7.585513621961451, 47.55945726119251], [7.585634047623491, 47.559445732345914], [7.585633886104419, 47.5594449770767], [7.585641072831148, 47.55944447335972], [7.585604366004049, 47.559397770260894], [7.585441189768431, 47.55940662782059], [7.585305949008229, 47.559403470367165], [7.585305901047519, 47.55940535910964], [7.584899277608674, 47.559401561972514], [7.584898413877362, 47.559401527081256], [7.584897576546986, 47.559401429200754], [7.584896739068857, 47.559401277358134], [7.584895928016304, 47.559401071519964], [7.584895169962637, 47.559400811652985], [7.584894438359168, 47.55940050678418], [7.584893759754589, 47.55940014788657], [7.584893134198157, 47.55939975294745], [7.58489256166524, 47.55939931297324], [7.584892068753781, 47.5593988369242], [7.584891642177119, 47.55939832481704], [7.584891295271164, 47.5593977946225], [7.584891028011288, 47.55939723734686], [7.584890853733397, 47.55939667096088], [7.584890745864173, 47.55939609549784], [7.584890730976919, 47.55939551092445], [7.584890818319877, 47.5593934422582], [7.584893168834254, 47.559329907639466], [7.584860854468488, 47.559329489494424], [7.584861174070705, 47.55932004568269], [7.584893634017376, 47.55932025678934], [7.584897244036564, 47.559241170438376], [7.584864609171803, 47.559240141123254], [7.584864916323284, 47.55923100311345], [7.58489757617963, 47.55923145679876], [7.584900277694086, 47.55917965854704], [7.58486247580653, 47.559179157349824], [7.584646772960387, 47.55921533964273]]], ""type"": ""Polygon""}";36;Begegnungszone;;Peterskrichplatz;;2015
47.55685801858913, 7.584748788537965;"{""coordinates"": [[[7.585106725070823, 47.55681482209517], [7.585129452848772, 47.556721069845864], [7.585105462178595, 47.556615891299195], [7.585034927421826, 47.556659761393696], [7.584986999788283, 47.55668704560275], [7.584896616825786, 47.556731399207855], [7.584823101465599, 47.55676887836657], [7.584782685752965, 47.55678846342811], [7.584708211033485, 47.55682499037992], [7.584712953913312, 47.55682976010906], [7.58466964055666, 47.55684890806854], [7.584665310701086, 47.556844560525725], [7.584530420870956, 47.55689451871661], [7.58452990487721, 47.55689531081079], [7.584519325341474, 47.55689877764335], [7.584518329748668, 47.556899093669834], [7.584438723985107, 47.556925050237986], [7.584437449654528, 47.5569254655434], [7.584263702560466, 47.55698212737389], [7.584261777798944, 47.556982759339434], [7.584344252629506, 47.557063635850284], [7.584499850163913, 47.5570163680796], [7.584579518828379, 47.55698908031932], [7.58462418454583, 47.55697370806871], [7.584713329890917, 47.55692838490855], [7.584809599551125, 47.55689391717497], [7.584886941734901, 47.55686623639442], [7.584936155339932, 47.55685241423277], [7.584984682111919, 47.55684007687819], [7.585036779767456, 47.5568266287897], [7.585106725070823, 47.55681482209517]]], ""type"": ""Polygon""}";38;Begegnungszone;;Spalenberg;;2015
47.549839139083744, 7.564094544016404;"{""coordinates"": [[[7.563880974182214, 47.55021495541161], [7.563880419271532, 47.550216251107194], [7.563879784612511, 47.55021752890082], [7.563879043615353, 47.550218779827375], [7.563878209564414, 47.55022000387254], [7.563877798991578, 47.55022053494443], [7.563903766501704, 47.550224716146246], [7.563982174031335, 47.550237331124286], [7.564007995366575, 47.55024148547851], [7.564031762755981, 47.55017983476622], [7.564053628659918, 47.55012309667894], [7.564075481317152, 47.55006639457556], [7.564097109444559, 47.55001026830832], [7.564118948766795, 47.5499535841962], [7.564143851382329, 47.549888964295675], [7.564168846399373, 47.54982411944512], [7.564193748893421, 47.54975949953085], [7.564218123125006, 47.54969622924102], [7.564242510603819, 47.549632967924026], [7.564266898003381, 47.54956969760671], [7.564298666155055, 47.54948724465476], [7.564299260689141, 47.54948585897667], [7.564299961560042, 47.5494845001653], [7.564300768746632, 47.54948315922688], [7.564301682312284, 47.54948186314274], [7.564302688930558, 47.549480593939556], [7.564303801906756, 47.5494793605969], [7.564305007977823, 47.54947817212267], [7.564306307143757, 47.54947702851694], [7.564307699425695, 47.54947593877344], [7.564309171518308, 47.54947489391273], [7.564310723442741, 47.5494739029285], [7.564312341935946, 47.54947297482883], [7.564314053566279, 47.54947210958512], [7.564315818460073, 47.54947129824652], [7.564317636659601, 47.54947055880049], [7.564319521427907, 47.549469882239016], [7.564321459501956, 47.549469277570054], [7.564323437597571, 47.54946874480803], [7.564325455693638, 47.54946827495911], [7.56432750054823, 47.54946788602513], [7.564329585445559, 47.549467577991734], [7.564331683774991, 47.54946733290009], [7.564333795599955, 47.54946717773144], [7.564335920857033, 47.549467085504496], [7.564338046325487, 47.54946708321483], [7.564340185247212, 47.54946715286064], [7.564342297769698, 47.549467294484906], [7.564344397198263, 47.54946751706698], [7.564345194523733, 47.54946763312677], [7.564283395819836, 47.549456088753196], [7.564206978113284, 47.549441816985016], [7.564178896288162, 47.54943657686245], [7.564178965558913, 47.54943779094446], [7.564178941819369, 47.54943899613282], [7.564178851658959, 47.54944020139264], [7.564178681772411, 47.54944139774447], [7.564178418896652, 47.549442594196385], [7.564178089578912, 47.549443781726026], [7.564177680513903, 47.5494449513539], [7.564148288876141, 47.549521232003585], [7.564123148842077, 47.549586499719155], [7.56409799548305, 47.54965177643578], [7.564072842041067, 47.549717044151684], [7.564047688537221, 47.54978231186065], [7.564022548255785, 47.54984757954833], [7.564003956950675, 47.54989578804147], [7.5639855109381, 47.54994365461218], [7.563967064892255, 47.54999152117911], [7.563948632076388, 47.5500393787343], [7.563930185964021, 47.55008724529376], [7.563911739818376, 47.55013511184944], [7.563880974182214, 47.55021495541161]]], ""type"": ""Polygon""}";41;Begegnungszone;50;Oberalpstrasse;;2012
47.576337002560805, 7.587841020785133;"{""coordinates"": [[[7.587834800236389, 47.576908973862004], [7.587812361112337, 47.57683627077681], [7.587782988093799, 47.576741200307325], [7.587753641888082, 47.576646174761215], [7.587724631099985, 47.57655223700967], [7.587724268602885, 47.57655093339111], [7.587723972535449, 47.57654962069398], [7.587723742922791, 47.57654830791187], [7.587723593030741, 47.57654698603414], [7.587723522884414, 47.57654566405446], [7.587723505876771, 47.57654433301316], [7.587723568639957, 47.57654301086356], [7.587723711148842, 47.57654168861199], [7.587723920112464, 47.57654036627544], [7.587724195581057, 47.57653906184122], [7.587724550795329, 47.57653775730502], [7.587724972489446, 47.576536461677485], [7.587725473954349, 47.57653517494165], [7.587726028633249, 47.57653390612509], [7.587726663108034, 47.57653265519387], [7.587727364062644, 47.57653141317125], [7.587728131547304, 47.57653019804466], [7.587728965511777, 47.57652899182666], [7.587729852715336, 47.57652781252163], [7.587730819739884, 47.5765266600955], [7.587731839978401, 47.57652552558872], [7.587732926772064, 47.57652442697147], [7.587734066779698, 47.5765233462735], [7.587735273342471, 47.576522301465126], [7.587736533144324, 47.57652128356962], [7.587737832919419, 47.57652030159772], [7.587739199224544, 47.57651934652168], [7.58774061881897, 47.57651843634587], [7.587742078361527, 47.57651755309999], [7.587743591168284, 47.57651670576061], [7.587745157264353, 47.57651590332145], [7.587746750042725, 47.5765151368228], [7.587832778298458, 47.57647553558016], [7.587907085525597, 47.576441309505036], [7.588069026647542, 47.57636672443688], [7.588187203559258, 47.57631229613068], [7.588318508015008, 47.57625182509254], [7.588543737207646, 47.576148099544824], [7.588567059154627, 47.57613735809717], [7.588712366498712, 47.57607043812661], [7.588633683493425, 47.57597546727568], [7.588631905708674, 47.57597660276522], [7.588630034711328, 47.57597767541893], [7.588628097082991, 47.57597868520261], [7.588623902594021, 47.57598061524385], [7.58854088890932, 47.57601884616932], [7.588446180950021, 47.57606246128151], [7.588319841505629, 47.57612065069713], [7.58819897053891, 47.576176305737924], [7.588078086052872, 47.57623196966212], [7.587995668891289, 47.576269920624114], [7.587913238346043, 47.57630788053767], [7.587872540733136, 47.57632663047105], [7.587869859340438, 47.576327839054564], [7.587867137949242, 47.57632900272082], [7.587864376559557, 47.576330121469866], [7.587861588487411, 47.5763312042783], [7.587858760441915, 47.57633225116315], [7.587855905663697, 47.57633324412015], [7.587853010912142, 47.576334201153514], [7.587850089453013, 47.57633511325261], [7.587847127995424, 47.57633598043449], [7.587844153146302, 47.576336811658805], [7.587841151564491, 47.576337588955184], [7.58783812327514, 47.576338321317294], [7.587835068303374, 47.57633901773879], [7.587831986598937, 47.57633966023242], [7.587828891477877, 47.57634025777474], [7.587825782940203, 47.57634081036583], [7.587822727390154, 47.57634129993335], [7.587819671739528, 47.57634175352621], [7.587816589356287, 47.57634215319124], [7.587813493581582, 47.576342516898556], [7.587810397656074, 47.57634282664401], [7.587807288339122, 47.57634310043185], [7.587804165580471, 47.57634332027475], [7.587801042721302, 47.57634350414302], [7.587797919711356, 47.57634363404936], [7.587794783284869, 47.57634371900446], [7.587791646757876, 47.57634376798492], [7.587788510080134, 47.57634376300346], [7.587785373276777, 47.57634371305372], [7.587782236347814, 47.57634361813574], [7.58777911258415, 47.57634347823244], [7.5877759886949, 47.576343293360864], [7.587772877970964, 47.57634306350409], [7.587769767121447, 47.576342788678986], [7.587766669437272, 47.576342468868596], [7.587763571627534, 47.576342104089996], [7.587760500274047, 47.57634169430908], [7.587757428795014, 47.57634123955995], [7.587754383772245, 47.57634073980849], [7.587751351914846, 47.57634019507181], [7.58774834651372, 47.57633960533282], [7.587745341012203, 47.576338979619244], [7.587742375257871, 47.57633830888639], [7.58773942264383, 47.57633758417466], [7.587736496536314, 47.57633683244795], [7.587733596859998, 47.57633602672534], [7.58773071037421, 47.57633518501112], [7.587727863635642, 47.57633429827767], [7.587723606580303, 47.57633288272078], [7.587719415703445, 47.5763313681488], [7.587715304346213, 47.576329772531885], [7.587711272458389, 47.57632807788295], [7.587707320090219, 47.57632630218915], [7.587703447216595, 47.57632443645688], [7.587699680444432, 47.576322489645825], [7.587696006482838, 47.57632046177299], [7.587692425331825, 47.576318352838335], [7.587688950282285, 47.576316162824966], [7.587685581359334, 47.57631390072643], [7.587682318562963, 47.57631156654281], [7.587679175184072, 47.5763091602571], [7.587676151222652, 47.5763066818693], [7.587673246728913, 47.576304149366685], [7.587670461652629, 47.57630154476208], [7.587667809334904, 47.57629888602566], [7.587665276459725, 47.57629616418082], [7.587662876368182, 47.57629339719787], [7.587660622326037, 47.57629057606625], [7.587658487751502, 47.576287700819854], [7.587656512542327, 47.5762847804014], [7.587654656850939, 47.57628182385547], [7.587652960549973, 47.57627883113117], [7.58765139703253, 47.57627579326875], [7.587649992930569, 47.57627272822164], [7.587648721662296, 47.57626963602372], [7.587647609784346, 47.576266507647404], [7.587646644081117, 47.57626337009064], [7.587645837793263, 47.57626020534913], [7.587645177654986, 47.5762570224335], [7.587644663691347, 47.57625383033741], [7.587632041863474, 47.57616020437128], [7.587618899416232, 47.57616101260656], [7.587603576824847, 47.57604733419915], [7.587589544147323, 47.57594341227052], [7.587575524815552, 47.575839490319325], [7.587567856984263, 47.57578266010906], [7.587429895416853, 47.57579112839992], [7.587430125820968, 47.57579272897948], [7.587518834345178, 47.5764239354475], [7.587529452081066, 47.57649480099896], [7.587531771278579, 47.57650668766834], [7.587539352325312, 47.5765466728347], [7.587576087498074, 47.57668443590791], [7.58759665470419, 47.57675327415629], [7.587602477349705, 47.57677274700372], [7.58761930760939, 47.576826498644635], [7.587654604347962, 47.576939234139694], [7.587834800236389, 47.576908973862004]]], ""type"": ""Polygon""}";44;Begegnungszone;74;Altrheinweg / Klybeckstrasse;;2015
47.568926984903875, 7.58936973280294;"{""coordinates"": [[[7.589279869826097, 47.56920593484314], [7.589408218409742, 47.56920659634443], [7.589407616819025, 47.56920532901171], [7.589407108175935, 47.56920403457763], [7.589406705820367, 47.56920273101243], [7.589406383174092, 47.56920141835045], [7.589406166789931, 47.5692000875636], [7.589406043429552, 47.56919875665654], [7.589406013092955, 47.56919742562909], [7.589406089069239, 47.569196094464225], [7.589417785174024, 47.569064906313976], [7.589426196772417, 47.56897064151985], [7.589443187531105, 47.56878030397065], [7.589446343079466, 47.56874480177456], [7.589445211533468, 47.56874410173015], [7.589444199359859, 47.568743320588005], [7.589443319873039, 47.56874246732468], [7.589442586387398, 47.568741550916606], [7.58944201224273, 47.568740589333935], [7.589441584175441, 47.568739591587516], [7.589441328788899, 47.568738566636654], [7.58944124613391, 47.56873753246865], [7.589443848513203, 47.56871320115704], [7.589444151619881, 47.5687123013954], [7.589444600981625, 47.5687114284257], [7.589445170020451, 47.56871058228223], [7.589445858812556, 47.56870978994603], [7.589446667332539, 47.56870904242343], [7.589447582342213, 47.56870835771893], [7.589448590552579, 47.56870773584969], [7.589449589131765, 47.56870840908505], [7.58945517886169, 47.56864549095549], [7.589335782868476, 47.56864285730992], [7.589335332196943, 47.56864797530511], [7.589324060075947, 47.568774045506316], [7.58931643375652, 47.56885937854581], [7.589306669239386, 47.568968745496726], [7.589306488927945, 47.56897077830468], [7.58930562503796, 47.568970743446386], [7.589304092034638, 47.56898789640252], [7.589302762976594, 47.56898784415798], [7.589301292585303, 47.56900363898527], [7.589302674825359, 47.56900370015473], [7.58930264926231, 47.56900405993556], [7.589302762426552, 47.569006488086735], [7.589300211965316, 47.56903511831114], [7.589299302505514, 47.569037772626245], [7.589300498674093, 47.569037825042535], [7.589293928869478, 47.56911141993651], [7.589293735597859, 47.569113569679125], [7.589292300198585, 47.56911350857817], [7.589290869363475, 47.569129195429106], [7.589279869826097, 47.56920593484314]]], ""type"": ""Polygon""}";49;Begegnungszone;44;Flachsländerstrasse;;2011
